region_id,dimension,goal,score
2,trend,ECO,NA
3,trend,ECO,NA
4,trend,ECO,NA
5,trend,ECO,NA
6,trend,ECO,NA
7,trend,ECO,NA
8,trend,ECO,NA
9,trend,ECO,NA
10,trend,ECO,NA
11,trend,ECO,NA
12,trend,ECO,NA
13,trend,ECO,NA
14,trend,ECO,NA
15,trend,ECO,NA
16,trend,ECO,NA
17,trend,ECO,NA
18,trend,ECO,NA
19,trend,ECO,NA
20,trend,ECO,NA
21,trend,ECO,NA
22,trend,ECO,NA
23,trend,ECO,NA
24,trend,ECO,NA
25,trend,ECO,NA
26,trend,ECO,NA
27,trend,ECO,NA
28,trend,ECO,NA
29,trend,ECO,NA
30,trend,ECO,NA
31,trend,ECO,NA
32,trend,ECO,NA
33,trend,ECO,NA
34,trend,ECO,NA
35,trend,ECO,NA
36,trend,ECO,NA
37,trend,ECO,NA
38,trend,ECO,NA
39,trend,ECO,NA
40,trend,ECO,NA
41,trend,ECO,NA
42,trend,ECO,NA
301,trend,ECO,NA
302,trend,ECO,NA
303,trend,ECO,NA
304,trend,ECO,NA
305,trend,ECO,NA
306,trend,ECO,NA
307,trend,ECO,NA
308,trend,ECO,NA
309,trend,ECO,NA
501,trend,ECO,NA
502,trend,ECO,NA
503,trend,ECO,NA
504,trend,ECO,NA
505,trend,ECO,NA
506,trend,ECO,NA
507,trend,ECO,NA
508,trend,ECO,NA
509,trend,ECO,NA
510,trend,ECO,NA
511,trend,ECO,NA
512,trend,ECO,NA
513,trend,ECO,NA
514,trend,ECO,NA
515,trend,ECO,NA
516,trend,ECO,NA
517,trend,ECO,NA
0,future,EUT,74.1
1,future,EUT,100
2,future,EUT,100
3,future,EUT,100
4,future,EUT,100
5,future,EUT,99.7
6,future,EUT,96.7
7,future,EUT,100
8,future,EUT,100
9,future,EUT,100
10,future,EUT,100
11,future,EUT,82.6
12,future,EUT,79.5
13,future,EUT,81.5
14,future,EUT,71.4
15,future,EUT,71.1
16,future,EUT,71.7
17,future,EUT,70.1
18,future,EUT,84.1
19,future,EUT,75.3
20,future,EUT,67.8
21,future,EUT,65
22,future,EUT,61.6
23,future,EUT,66.4
24,future,EUT,66.1
25,future,EUT,66.7
26,future,EUT,65.7
27,future,EUT,47.3
28,future,EUT,47.9
29,future,EUT,66
30,future,EUT,65.4
31,future,EUT,64.4
32,future,EUT,78.8
33,future,EUT,71.7
34,future,EUT,77.3
35,future,EUT,68.3
36,future,EUT,NA
37,future,EUT,79.4
38,future,EUT,79.4
39,future,EUT,57.9
40,future,EUT,58.3
41,future,EUT,85.5
42,future,EUT,85.6
301,future,EUT,73.8
302,future,EUT,92.1
303,future,EUT,86.6
304,future,EUT,69.9
305,future,EUT,67.9
306,future,EUT,66.4
307,future,EUT,61
308,future,EUT,62.9
309,future,EUT,77.1
501,future,EUT,100
502,future,EUT,100
503,future,EUT,98.2
504,future,EUT,100
505,future,EUT,100
506,future,EUT,81.1
507,future,EUT,70.8
508,future,EUT,80.9
509,future,EUT,65.9
510,future,EUT,65.7
511,future,EUT,47.6
512,future,EUT,65.4
513,future,EUT,75.6
514,future,EUT,68.3
515,future,EUT,79.4
516,future,EUT,58.1
517,future,EUT,85.5
0,pressures,EUT,29.5
1,pressures,EUT,0
2,pressures,EUT,0
3,pressures,EUT,0
4,pressures,EUT,0
5,pressures,EUT,0
6,pressures,EUT,0
7,pressures,EUT,0
8,pressures,EUT,0
9,pressures,EUT,0
10,pressures,EUT,0
11,pressures,EUT,44
12,pressures,EUT,44
13,pressures,EUT,44
14,pressures,EUT,44
15,pressures,EUT,44
16,pressures,EUT,44
17,pressures,EUT,44
18,pressures,EUT,44
19,pressures,EUT,44
20,pressures,EUT,44
21,pressures,EUT,44
22,pressures,EUT,44
23,pressures,EUT,44
24,pressures,EUT,44
25,pressures,EUT,44
26,pressures,EUT,44
27,pressures,EUT,21
28,pressures,EUT,21
29,pressures,EUT,44
30,pressures,EUT,44
31,pressures,EUT,44
32,pressures,EUT,28
33,pressures,EUT,28
34,pressures,EUT,28
35,pressures,EUT,0
36,pressures,EUT,0
37,pressures,EUT,0
38,pressures,EUT,0
39,pressures,EUT,46
40,pressures,EUT,46
41,pressures,EUT,46
42,pressures,EUT,46
301,pressures,EUT,32
302,pressures,EUT,13.8
303,pressures,EUT,27.9
304,pressures,EUT,44
305,pressures,EUT,36.1
306,pressures,EUT,44
307,pressures,EUT,37.7
308,pressures,EUT,33.6
309,pressures,EUT,20.1
501,pressures,EUT,0
502,pressures,EUT,0
503,pressures,EUT,0
504,pressures,EUT,0
505,pressures,EUT,0
506,pressures,EUT,44
507,pressures,EUT,44
508,pressures,EUT,44
509,pressures,EUT,44
510,pressures,EUT,44
511,pressures,EUT,21
512,pressures,EUT,44
513,pressures,EUT,28
514,pressures,EUT,0
515,pressures,EUT,0
516,pressures,EUT,46
517,pressures,EUT,46
0,resilience,EUT,75.5
1,resilience,EUT,83.3
2,resilience,EUT,69.9
3,resilience,EUT,68.7
4,resilience,EUT,67.4
5,resilience,EUT,80.8
6,resilience,EUT,69
7,resilience,EUT,80.1
8,resilience,EUT,79.7
9,resilience,EUT,79.9
10,resilience,EUT,78.9
11,resilience,EUT,80.9
12,resilience,EUT,68.8
13,resilience,EUT,76.5
14,resilience,EUT,68.6
15,resilience,EUT,67
16,resilience,EUT,70.2
17,resilience,EUT,62.3
18,resilience,EUT,70.1
19,resilience,EUT,34.7
20,resilience,EUT,81.9
21,resilience,EUT,69.3
22,resilience,EUT,53.7
23,resilience,EUT,75.3
24,resilience,EUT,73.9
25,resilience,EUT,76.6
26,resilience,EUT,76.3
27,resilience,EUT,71.2
28,resilience,EUT,74.7
29,resilience,EUT,81.2
30,resilience,EUT,78.2
31,resilience,EUT,73.6
32,resilience,EUT,80.6
33,resilience,EUT,48.2
34,resilience,EUT,73.9
35,resilience,EUT,80.9
36,resilience,EUT,82.6
37,resilience,EUT,83.8
38,resilience,EUT,83.9
39,resilience,EUT,82.3
40,resilience,EUT,83.9
41,resilience,EUT,84.1
42,resilience,EUT,84.6
301,resilience,EUT,80.1
302,resilience,EUT,69.5
303,resilience,EUT,76.4
304,resilience,EUT,65.6
305,resilience,EUT,49.2
306,resilience,EUT,75.3
307,resilience,EUT,73.2
308,resilience,EUT,74.5
309,resilience,EUT,82.7
501,resilience,EUT,73.7
502,resilience,EUT,68.7
503,resilience,EUT,75
504,resilience,EUT,79.8
505,resilience,EUT,79.2
506,resilience,EUT,74.9
507,resilience,EUT,65.8
508,resilience,EUT,57.1
509,resilience,EUT,73.4
510,resilience,EUT,76.3
511,resilience,EUT,73.2
512,resilience,EUT,78.2
513,resilience,EUT,66
514,resilience,EUT,82.3
515,resilience,EUT,83.8
516,resilience,EUT,83.3
517,resilience,EUT,84.4
0,score,EUT,72
1,score,EUT,99.9
2,score,EUT,99.9
3,score,EUT,98.9
4,score,EUT,98.9
5,score,EUT,89.4
6,score,EUT,87.9
7,score,EUT,99.3
8,score,EUT,99.3
9,score,EUT,90.8
10,score,EUT,90.8
11,score,EUT,79.2
12,score,EUT,77.7
13,score,EUT,78.7
14,score,EUT,67.7
15,score,EUT,67.5
16,score,EUT,67.9
17,score,EUT,67
18,score,EUT,79.9
19,score,EUT,75.4
20,score,EUT,67.5
21,score,EUT,66.1
22,score,EUT,64.3
23,score,EUT,66.7
24,score,EUT,66.6
25,score,EUT,66.9
26,score,EUT,64.1
27,score,EUT,49.8
28,score,EUT,50.1
29,score,EUT,64.4
30,score,EUT,64.1
31,score,EUT,63.6
32,score,EUT,72.2
33,score,EUT,68.7
34,score,EUT,71.5
35,score,EUT,61.1
36,score,EUT,NA
37,score,EUT,73.3
38,score,EUT,73.3
39,score,EUT,63
40,score,EUT,63.1
41,score,EUT,83.3
42,score,EUT,83.4
301,score,EUT,71.2
302,score,EUT,90.6
303,score,EUT,82.5
304,score,EUT,68.2
305,score,EUT,67.5
306,score,EUT,66.7
307,score,EUT,62
308,score,EUT,62
309,score,EUT,73.3
501,score,EUT,99.9
502,score,EUT,98.9
503,score,EUT,88.7
504,score,EUT,99.3
505,score,EUT,90.8
506,score,EUT,78.5
507,score,EUT,67.4
508,score,EUT,78.2
509,score,EUT,66.5
510,score,EUT,64.1
511,score,EUT,49.9
512,score,EUT,64.1
513,score,EUT,70.6
514,score,EUT,61.1
515,score,EUT,73.3
516,score,EUT,63.1
517,score,EUT,83.4
0,status,EUT,69.9
1,status,EUT,99.8
2,status,EUT,99.8
3,status,EUT,97.8
4,status,EUT,97.8
5,status,EUT,79.2
6,status,EUT,79.2
7,status,EUT,98.6
8,status,EUT,98.6
9,status,EUT,81.6
10,status,EUT,81.6
11,status,EUT,75.9
12,status,EUT,75.9
13,status,EUT,75.9
14,status,EUT,64
15,status,EUT,64
16,status,EUT,64
17,status,EUT,64
18,status,EUT,75.6
19,status,EUT,75.6
20,status,EUT,67.1
21,status,EUT,67.1
22,status,EUT,67.1
23,status,EUT,67.1
24,status,EUT,67.1
25,status,EUT,67.1
26,status,EUT,62.4
27,status,EUT,52.3
28,status,EUT,52.3
29,status,EUT,62.9
30,status,EUT,62.9
31,status,EUT,62.9
32,status,EUT,65.6
33,status,EUT,65.6
34,status,EUT,65.6
35,status,EUT,53.9
36,status,EUT,NA
37,status,EUT,67.1
38,status,EUT,67.1
39,status,EUT,68
40,status,EUT,68
41,status,EUT,81.2
42,status,EUT,81.2
301,status,EUT,68.6
302,status,EUT,89.1
303,status,EUT,78.3
304,status,EUT,66.4
305,status,EUT,67.1
306,status,EUT,67.1
307,status,EUT,63.1
308,status,EUT,61
309,status,EUT,69.5
501,status,EUT,99.8
502,status,EUT,97.8
503,status,EUT,79.2
504,status,EUT,98.6
505,status,EUT,81.6
506,status,EUT,75.9
507,status,EUT,64
508,status,EUT,75.6
509,status,EUT,67.1
510,status,EUT,62.4
511,status,EUT,52.3
512,status,EUT,62.9
513,status,EUT,65.6
514,status,EUT,53.9
515,status,EUT,67.1
516,status,EUT,68
517,status,EUT,81.2
0,trend,EUT,-0.09
1,trend,EUT,0.02
2,trend,EUT,0.02
3,trend,EUT,0.21
4,trend,EUT,0.21
5,trend,EUT,-0.01
6,trend,EUT,-0.01
7,trend,EUT,0.14
8,trend,EUT,0.14
9,trend,EUT,0.02
10,trend,EUT,0.02
11,trend,EUT,-0.05
12,trend,EUT,-0.05
13,trend,EUT,-0.05
14,trend,EUT,0.05
15,trend,EUT,0.05
16,trend,EUT,0.05
17,trend,EUT,0.05
18,trend,EUT,0.04
19,trend,EUT,0.04
20,trend,EUT,-0.17
21,trend,EUT,-0.17
22,trend,EUT,-0.17
23,trend,EUT,-0.17
24,trend,EUT,-0.17
25,trend,EUT,-0.17
26,trend,EUT,-0.08
27,trend,EUT,-0.39
28,trend,EUT,-0.39
29,trend,EUT,-0.11
30,trend,EUT,-0.11
31,trend,EUT,-0.11
32,trend,EUT,0.04
33,trend,EUT,0.04
34,trend,EUT,0.04
35,trend,EUT,NA
36,trend,EUT,NA
37,trend,EUT,-0.14
38,trend,EUT,-0.14
39,trend,EUT,-0.4
40,trend,EUT,-0.4
41,trend,EUT,-0.11
42,trend,EUT,-0.11
301,trend,EUT,-0.102
302,trend,EUT,0.062
303,trend,EUT,0.01
304,trend,EUT,-0.027
305,trend,EUT,-0.047
306,trend,EUT,-0.17
307,trend,EUT,-0.23
308,trend,EUT,-0.166
309,trend,EUT,-0.123
501,trend,EUT,0.02
502,trend,EUT,0.21
503,trend,EUT,-0.01
504,trend,EUT,0.14
505,trend,EUT,0.02
506,trend,EUT,-0.05
507,trend,EUT,0.05
508,trend,EUT,0.04
509,trend,EUT,-0.17
510,trend,EUT,-0.08
511,trend,EUT,-0.39
512,trend,EUT,-0.11
513,trend,EUT,0.04
514,trend,EUT,NA
515,trend,EUT,-0.14
516,trend,EUT,-0.4
517,trend,EUT,-0.11
0,future,FIS,84.9
1,future,FIS,51.4
2,future,FIS,49.8
3,future,FIS,52.3
4,future,FIS,52
5,future,FIS,57.3
6,future,FIS,54.2
7,future,FIS,55.7
8,future,FIS,55.9
9,future,FIS,54.9
10,future,FIS,55.4
11,future,FIS,59.6
12,future,FIS,53.9
13,future,FIS,60.6
14,future,FIS,84.6
15,future,FIS,95.1
16,future,FIS,59.6
17,future,FIS,81.7
18,future,FIS,84.6
19,future,FIS,79.3
20,future,FIS,87.7
21,future,FIS,87.2
22,future,FIS,89.2
23,future,FIS,88
24,future,FIS,88.9
25,future,FIS,89.9
26,future,FIS,91.2
27,future,FIS,100
28,future,FIS,100
29,future,FIS,98.5
30,future,FIS,97.2
31,future,FIS,91.6
32,future,FIS,98.3
33,future,FIS,89
34,future,FIS,93.2
35,future,FIS,100
36,future,FIS,100
37,future,FIS,89.6
38,future,FIS,89.6
39,future,FIS,83
40,future,FIS,84.1
41,future,FIS,85
42,future,FIS,85
301,future,FIS,87
302,future,FIS,58.9
303,future,FIS,58.6
304,future,FIS,83.9
305,future,FIS,88.2
306,future,FIS,88
307,future,FIS,91.9
308,future,FIS,94.2
309,future,FIS,92.1
501,future,FIS,50.2
502,future,FIS,52.3
503,future,FIS,55.8
504,future,FIS,55.8
505,future,FIS,55.3
506,future,FIS,58
507,future,FIS,83.7
508,future,FIS,82.7
509,future,FIS,88.3
510,future,FIS,91.2
511,future,FIS,100
512,future,FIS,96.1
513,future,FIS,93.2
514,future,FIS,100
515,future,FIS,89.6
516,future,FIS,83.7
517,future,FIS,85
0,pressures,FIS,40.5
1,pressures,FIS,20.6
2,pressures,FIS,17.5
3,pressures,FIS,26.7
4,pressures,FIS,27
5,pressures,FIS,8.1
6,pressures,FIS,15.2
7,pressures,FIS,17.3
8,pressures,FIS,15.3
9,pressures,FIS,21.8
10,pressures,FIS,17.6
11,pressures,FIS,68.5
12,pressures,FIS,60.5
13,pressures,FIS,52.7
14,pressures,FIS,52.2
15,pressures,FIS,53
16,pressures,FIS,51.3
17,pressures,FIS,53.3
18,pressures,FIS,64.5
19,pressures,FIS,63.4
20,pressures,FIS,51.4
21,pressures,FIS,54.7
22,pressures,FIS,50.7
23,pressures,FIS,50.7
24,pressures,FIS,51.4
25,pressures,FIS,53.4
26,pressures,FIS,30.8
27,pressures,FIS,37.1
28,pressures,FIS,24.7
29,pressures,FIS,45.2
30,pressures,FIS,46.6
31,pressures,FIS,60.4
32,pressures,FIS,45.1
33,pressures,FIS,43.6
34,pressures,FIS,55.4
35,pressures,FIS,22.2
36,pressures,FIS,23.1
37,pressures,FIS,23.8
38,pressures,FIS,23.8
39,pressures,FIS,50.2
40,pressures,FIS,47.3
41,pressures,FIS,43.5
42,pressures,FIS,44
301,pressures,FIS,38.5
302,pressures,FIS,32
303,pressures,FIS,39.4
304,pressures,FIS,55
305,pressures,FIS,48.4
306,pressures,FIS,50.7
307,pressures,FIS,47.5
308,pressures,FIS,47.8
309,pressures,FIS,34.2
501,pressures,FIS,18.4
502,pressures,FIS,26.7
503,pressures,FIS,11.6
504,pressures,FIS,16.1
505,pressures,FIS,18.6
506,pressures,FIS,59.4
507,pressures,FIS,52.7
508,pressures,FIS,64.1
509,pressures,FIS,51.9
510,pressures,FIS,30.7
511,pressures,FIS,30
512,pressures,FIS,50.1
513,pressures,FIS,47.4
514,pressures,FIS,22.9
515,pressures,FIS,23.7
516,pressures,FIS,48.4
517,pressures,FIS,43.7
0,resilience,FIS,75.5
1,resilience,FIS,83.3
2,resilience,FIS,69.9
3,resilience,FIS,68.7
4,resilience,FIS,67.4
5,resilience,FIS,80.8
6,resilience,FIS,69
7,resilience,FIS,80.1
8,resilience,FIS,79.7
9,resilience,FIS,79.9
10,resilience,FIS,78.9
11,resilience,FIS,80.9
12,resilience,FIS,68.8
13,resilience,FIS,76.5
14,resilience,FIS,68.6
15,resilience,FIS,67
16,resilience,FIS,70.2
17,resilience,FIS,62.3
18,resilience,FIS,70.1
19,resilience,FIS,34.7
20,resilience,FIS,81.9
21,resilience,FIS,69.3
22,resilience,FIS,53.7
23,resilience,FIS,75.3
24,resilience,FIS,73.9
25,resilience,FIS,76.6
26,resilience,FIS,76.3
27,resilience,FIS,71.2
28,resilience,FIS,74.7
29,resilience,FIS,81.2
30,resilience,FIS,78.2
31,resilience,FIS,73.6
32,resilience,FIS,80.6
33,resilience,FIS,48.2
34,resilience,FIS,73.9
35,resilience,FIS,80.9
36,resilience,FIS,82.6
37,resilience,FIS,83.8
38,resilience,FIS,83.9
39,resilience,FIS,82.3
40,resilience,FIS,83.9
41,resilience,FIS,84.1
42,resilience,FIS,84.6
301,resilience,FIS,80.1
302,resilience,FIS,69.5
303,resilience,FIS,76.4
304,resilience,FIS,65.6
305,resilience,FIS,49.2
306,resilience,FIS,75.3
307,resilience,FIS,73.2
308,resilience,FIS,74.5
309,resilience,FIS,82.7
501,resilience,FIS,73.7
502,resilience,FIS,68.7
503,resilience,FIS,75
504,resilience,FIS,79.8
505,resilience,FIS,79.2
506,resilience,FIS,74.9
507,resilience,FIS,65.8
508,resilience,FIS,57.1
509,resilience,FIS,73.4
510,resilience,FIS,76.3
511,resilience,FIS,73.2
512,resilience,FIS,78.2
513,resilience,FIS,66
514,resilience,FIS,82.3
515,resilience,FIS,83.8
516,resilience,FIS,83.3
517,resilience,FIS,84.4
0,score,FIS,81.7
1,score,FIS,49.2
2,score,FIS,48.4
3,score,FIS,50.8
4,score,FIS,50.7
5,score,FIS,53.3
6,score,FIS,51.8
7,score,FIS,52.5
8,score,FIS,52.7
9,score,FIS,52.2
10,score,FIS,52.4
11,score,FIS,60.4
12,score,FIS,56.7
13,score,FIS,60.4
14,score,FIS,84
15,score,FIS,94.5
16,score,FIS,60
17,score,FIS,83
18,score,FIS,85.2
19,score,FIS,86.6
20,score,FIS,85.2
21,score,FIS,86.5
22,score,FIS,91.5
23,score,FIS,86.6
24,score,FIS,88
25,score,FIS,88.6
26,score,FIS,86.7
27,score,FIS,96.4
28,score,FIS,96.4
29,score,FIS,95.2
30,score,FIS,94.5
31,score,FIS,91.8
32,score,FIS,95.1
33,score,FIS,90.4
34,score,FIS,92.6
35,score,FIS,96
36,score,FIS,96
37,score,FIS,80.4
38,score,FIS,80.4
39,score,FIS,77.1
40,score,FIS,77.7
41,score,FIS,78.1
42,score,FIS,78.1
301,score,FIS,82.3
302,score,FIS,58.2
303,score,FIS,57.4
304,score,FIS,84.5
305,score,FIS,90.5
306,score,FIS,86.6
307,score,FIS,90.3
308,score,FIS,92.8
309,score,FIS,85.8
501,score,FIS,48.6
502,score,FIS,50.8
503,score,FIS,52.6
504,score,FIS,52.6
505,score,FIS,52.3
506,score,FIS,59.1
507,score,FIS,83.9
508,score,FIS,85.7
509,score,FIS,87.3
510,score,FIS,86.7
511,score,FIS,96.4
512,score,FIS,94
513,score,FIS,92.6
514,score,FIS,96
515,score,FIS,80.4
516,score,FIS,77.4
517,score,FIS,78.1
0,status,FIS,78.6
1,status,FIS,47
2,status,FIS,47
3,status,FIS,49.4
4,status,FIS,49.4
5,status,FIS,49.4
6,status,FIS,49.4
7,status,FIS,49.4
8,status,FIS,49.4
9,status,FIS,49.4
10,status,FIS,49.4
11,status,FIS,61.2
12,status,FIS,59.5
13,status,FIS,60.3
14,status,FIS,83.4
15,status,FIS,93.9
16,status,FIS,60.3
17,status,FIS,84.3
18,status,FIS,85.9
19,status,FIS,93.9
20,status,FIS,82.7
21,status,FIS,85.9
22,status,FIS,93.9
23,status,FIS,85.1
24,status,FIS,87.1
25,status,FIS,87.3
26,status,FIS,82.2
27,status,FIS,92.8
28,status,FIS,92.8
29,status,FIS,91.9
30,status,FIS,91.9
31,status,FIS,91.9
32,status,FIS,91.9
33,status,FIS,91.9
34,status,FIS,91.9
35,status,FIS,91.9
36,status,FIS,91.9
37,status,FIS,71.2
38,status,FIS,71.2
39,status,FIS,71.2
40,status,FIS,71.2
41,status,FIS,71.2
42,status,FIS,71.2
301,status,FIS,77.6
302,status,FIS,57.4
303,status,FIS,56.3
304,status,FIS,85
305,status,FIS,92.9
306,status,FIS,85.1
307,status,FIS,88.7
308,status,FIS,91.5
309,status,FIS,79.5
501,status,FIS,47
502,status,FIS,49.4
503,status,FIS,49.4
504,status,FIS,49.4
505,status,FIS,49.4
506,status,FIS,60.2
507,status,FIS,84.2
508,status,FIS,88.8
509,status,FIS,86.3
510,status,FIS,82.2
511,status,FIS,92.8
512,status,FIS,91.9
513,status,FIS,91.9
514,status,FIS,91.9
515,status,FIS,71.2
516,status,FIS,71.2
517,status,FIS,71.2
0,trend,FIS,-0.035
1,trend,FIS,-0.17
2,trend,FIS,-0.17
3,trend,FIS,-0.12
4,trend,FIS,-0.12
5,trend,FIS,-0.12
6,trend,FIS,-0.12
7,trend,FIS,-0.12
8,trend,FIS,-0.12
9,trend,FIS,-0.12
10,trend,FIS,-0.12
11,trend,FIS,-0.1
12,trend,FIS,-0.18
13,trend,FIS,-0.11
14,trend,FIS,-0.06
15,trend,FIS,-0.05
16,trend,FIS,-0.11
17,trend,FIS,-0.09
18,trend,FIS,-0.05
19,trend,FIS,-0.09
20,trend,FIS,-0.06
21,trend,FIS,-0.05
22,trend,FIS,-0.09
23,trend,FIS,-0.07
24,trend,FIS,-0.08
25,trend,FIS,-0.07
26,trend,FIS,-0.06
27,trend,FIS,0.07
28,trend,FIS,0.07
29,trend,FIS,-0.07
30,trend,FIS,-0.07
31,trend,FIS,-0.07
32,trend,FIS,-0.07
33,trend,FIS,-0.07
34,trend,FIS,-0.07
35,trend,FIS,-0.07
36,trend,FIS,-0.07
37,trend,FIS,0.09
38,trend,FIS,0.09
39,trend,FIS,0.09
40,trend,FIS,0.09
41,trend,FIS,0.09
42,trend,FIS,0.09
301,trend,FIS,-0.015
302,trend,FIS,-0.136
303,trend,FIS,-0.114
304,trend,FIS,-0.072
305,trend,FIS,-0.08
306,trend,FIS,-0.07
307,trend,FIS,-0.039
308,trend,FIS,-0.029
309,trend,FIS,0.026
501,trend,FIS,-0.17
502,trend,FIS,-0.12
503,trend,FIS,-0.12
504,trend,FIS,-0.12
505,trend,FIS,-0.12
506,trend,FIS,-0.132
507,trend,FIS,-0.074
508,trend,FIS,-0.065
509,trend,FIS,-0.069
510,trend,FIS,-0.06
511,trend,FIS,0.07
512,trend,FIS,-0.07
513,trend,FIS,-0.07
514,trend,FIS,-0.07
515,trend,FIS,0.09
516,trend,FIS,0.09
517,trend,FIS,0.09
0,future,FP,84.9
1,future,FP,51.4
2,future,FP,49.8
3,future,FP,52.3
4,future,FP,52
5,future,FP,57.3
6,future,FP,54.2
7,future,FP,55.7
8,future,FP,55.9
9,future,FP,54.9
10,future,FP,55.4
11,future,FP,59.6
12,future,FP,53.9
13,future,FP,60.6
14,future,FP,84.6
15,future,FP,95.1
16,future,FP,59.6
17,future,FP,81.7
18,future,FP,84.6
19,future,FP,79.3
20,future,FP,87.7
21,future,FP,87.2
22,future,FP,89.2
23,future,FP,88
24,future,FP,88.9
25,future,FP,89.9
26,future,FP,91.2
27,future,FP,100
28,future,FP,100
29,future,FP,98.5
30,future,FP,97.2
31,future,FP,91.6
32,future,FP,98.3
33,future,FP,89
34,future,FP,93.2
35,future,FP,100
36,future,FP,100
37,future,FP,89.6
38,future,FP,89.6
39,future,FP,83
40,future,FP,84.1
41,future,FP,85
42,future,FP,85
301,future,FP,87
302,future,FP,58.9
303,future,FP,58.6
304,future,FP,83.9
305,future,FP,88.2
306,future,FP,88
307,future,FP,91.9
308,future,FP,94.2
309,future,FP,92.1
501,future,FP,50.2
502,future,FP,52.3
503,future,FP,55.8
504,future,FP,55.8
505,future,FP,55.3
506,future,FP,58
507,future,FP,83.7
508,future,FP,82.7
509,future,FP,88.3
510,future,FP,91.2
511,future,FP,100
512,future,FP,96.1
513,future,FP,93.2
514,future,FP,100
515,future,FP,89.6
516,future,FP,83.7
517,future,FP,85
0,pressures,FP,40.8
1,pressures,FP,20.9
2,pressures,FP,18.9
3,pressures,FP,25.4
4,pressures,FP,27
5,pressures,FP,7.6
6,pressures,FP,12.2
7,pressures,FP,17.3
8,pressures,FP,16
9,pressures,FP,21.5
10,pressures,FP,18.8
11,pressures,FP,62.4
12,pressures,FP,57.2
13,pressures,FP,52.2
14,pressures,FP,53.8
15,pressures,FP,54.4
16,pressures,FP,53.2
17,pressures,FP,54.5
18,pressures,FP,63.8
19,pressures,FP,70.9
20,pressures,FP,52.5
21,pressures,FP,54.6
22,pressures,FP,58.7
23,pressures,FP,58.7
24,pressures,FP,52.5
25,pressures,FP,53.8
26,pressures,FP,26.9
27,pressures,FP,35.3
28,pressures,FP,25.8
29,pressures,FP,43
30,pressures,FP,43.8
31,pressures,FP,52.8
32,pressures,FP,43.3
33,pressures,FP,47.4
34,pressures,FP,50
35,pressures,FP,24
36,pressures,FP,24.6
37,pressures,FP,26
38,pressures,FP,26
39,pressures,FP,50.8
40,pressures,FP,49
41,pressures,FP,44.5
42,pressures,FP,44.8
301,pressures,FP,38.4
302,pressures,FP,31.9
303,pressures,FP,39.8
304,pressures,FP,55.6
305,pressures,FP,54.2
306,pressures,FP,58.7
307,pressures,FP,47.8
308,pressures,FP,44.4
309,pressures,FP,34.9
501,pressures,FP,19.5
502,pressures,FP,25.4
503,pressures,FP,9.9
504,pressures,FP,16.4
505,pressures,FP,19.5
506,pressures,FP,56.5
507,pressures,FP,54.2
508,pressures,FP,66.4
509,pressures,FP,54.2
510,pressures,FP,26.9
511,pressures,FP,29.9
512,pressures,FP,46.1
513,pressures,FP,46.8
514,pressures,FP,24.5
515,pressures,FP,26
516,pressures,FP,49.7
517,pressures,FP,44.6
0,resilience,FP,75.5
1,resilience,FP,83.3
2,resilience,FP,69.9
3,resilience,FP,68.7
4,resilience,FP,67.4
5,resilience,FP,80.8
6,resilience,FP,69
7,resilience,FP,80.1
8,resilience,FP,79.7
9,resilience,FP,79.9
10,resilience,FP,78.9
11,resilience,FP,80.9
12,resilience,FP,68.8
13,resilience,FP,76.5
14,resilience,FP,68.6
15,resilience,FP,67
16,resilience,FP,70.2
17,resilience,FP,62.3
18,resilience,FP,70.1
19,resilience,FP,34.7
20,resilience,FP,81.9
21,resilience,FP,69.3
22,resilience,FP,53.7
23,resilience,FP,75.3
24,resilience,FP,73.9
25,resilience,FP,76.6
26,resilience,FP,76.3
27,resilience,FP,71.2
28,resilience,FP,74.7
29,resilience,FP,81.2
30,resilience,FP,78.2
31,resilience,FP,73.6
32,resilience,FP,80.6
33,resilience,FP,48.2
34,resilience,FP,73.9
35,resilience,FP,80.9
36,resilience,FP,82.6
37,resilience,FP,83.8
38,resilience,FP,83.9
39,resilience,FP,82.3
40,resilience,FP,83.9
41,resilience,FP,84.1
42,resilience,FP,84.6
301,resilience,FP,80.1
302,resilience,FP,69.5
303,resilience,FP,76.4
304,resilience,FP,65.6
305,resilience,FP,49.2
306,resilience,FP,75.3
307,resilience,FP,73.2
308,resilience,FP,74.5
309,resilience,FP,82.7
501,resilience,FP,73.7
502,resilience,FP,68.7
503,resilience,FP,75
504,resilience,FP,79.8
505,resilience,FP,79.2
506,resilience,FP,74.9
507,resilience,FP,65.8
508,resilience,FP,57.1
509,resilience,FP,73.4
510,resilience,FP,76.3
511,resilience,FP,73.2
512,resilience,FP,78.2
513,resilience,FP,66
514,resilience,FP,82.3
515,resilience,FP,83.8
516,resilience,FP,83.3
517,resilience,FP,84.4
0,score,FP,81.7
1,score,FP,49.2
2,score,FP,48.4
3,score,FP,50.8
4,score,FP,50.7
5,score,FP,53.3
6,score,FP,51.8
7,score,FP,52.5
8,score,FP,52.7
9,score,FP,52.2
10,score,FP,52.4
11,score,FP,60.4
12,score,FP,56.7
13,score,FP,60.4
14,score,FP,84
15,score,FP,94.5
16,score,FP,60
17,score,FP,83
18,score,FP,85.2
19,score,FP,86.6
20,score,FP,85.2
21,score,FP,86.5
