goal,dimension,region_id,score
AO,future,0,83.2
AO,future,1,
AO,future,2,18.42
AO,future,3,31.07
AO,future,4,
AO,future,5,20.53
AO,future,6,20.41
AO,future,7,
AO,future,8,
AO,future,9,83.12
AO,future,10,81.78
AO,future,11,
AO,future,12,100
AO,future,13,100
AO,future,14,100
AO,future,15,
AO,future,16,100
AO,future,17,
AO,future,18,
AO,future,19,
AO,future,20,
AO,future,21,
AO,future,22,
AO,future,23,100
AO,future,24,100
AO,future,25,
AO,future,26,22.44
AO,future,27,83.39
AO,future,28,84.87
AO,future,29,96.02
AO,future,30,96.08
AO,future,31,
AO,future,32,100
AO,future,33,
AO,future,34,
AO,future,35,100
AO,future,36,100
AO,future,37,100
AO,future,38,100
AO,future,39,86.31
AO,future,40,86.35
AO,future,41,100
AO,future,42,100
AO,future,301,80.22
AO,future,302,39.74
AO,future,303,95.21
AO,future,304,NaN
AO,future,305,NaN
AO,future,306,100
AO,future,307,95.42
AO,future,308,84.87
AO,future,309,98.67
AO,future,501,18.42
AO,future,502,31.07
AO,future,503,20.47
AO,future,504,NaN
AO,future,505,82.12
AO,future,506,100
AO,future,507,100
AO,future,508,NaN
AO,future,509,100
AO,future,510,22.44
AO,future,511,84.24
AO,future,512,96.04
AO,future,513,100
AO,future,514,100
AO,future,515,100
AO,future,516,86.33
AO,future,517,100
AO,pressures,1,21.63
AO,pressures,2,21.71
AO,pressures,3,21.12
AO,pressures,4,25.42
AO,pressures,5,20.2
AO,pressures,6,20.28
AO,pressures,7,20.02
AO,pressures,8,24.32
AO,pressures,9,21.5
AO,pressures,10,25.8
AO,pressures,11,30.53
AO,pressures,12,30.61
AO,pressures,13,34.91
AO,pressures,14,30.28
AO,pressures,15,30.36
AO,pressures,16,34.66
AO,pressures,17,43.73
AO,pressures,18,43.73
AO,pressures,19,59.19
AO,pressures,20,30.5
AO,pressures,21,43.95
AO,pressures,22,59.41
AO,pressures,23,40.76
AO,pressures,24,44.06
AO,pressures,25,38.86
AO,pressures,26,30.5
AO,pressures,27,38.45
AO,pressures,28,33.25
