rgn_id,stock,year,landings
3,cod_SDs22_24,1985,33188
4,cod_SDs22_24,1985,33188
7,cod_SDs22_24,1985,33188
8,cod_SDs22_24,1985,33188
9,cod_SDs22_24,1985,33188
10,cod_SDs22_24,1985,33188
5,cod_SDs22_24,1985,33188
6,cod_SDs22_24,1985,33188
11,cod_SDs22_24,1985,33188
12,cod_SDs22_24,1985,33188
13,cod_SDs22_24,1985,33188
16,cod_SDs22_24,1985,33188
3,cod_SDs22_24,1986,20088
4,cod_SDs22_24,1986,20088
7,cod_SDs22_24,1986,20088
8,cod_SDs22_24,1986,20088
9,cod_SDs22_24,1986,20088
10,cod_SDs22_24,1986,20088
5,cod_SDs22_24,1986,20088
6,cod_SDs22_24,1986,20088
11,cod_SDs22_24,1986,20088
12,cod_SDs22_24,1986,20088
13,cod_SDs22_24,1986,20088
16,cod_SDs22_24,1986,20088
3,cod_SDs22_24,1987,21692
4,cod_SDs22_24,1987,21692
7,cod_SDs22_24,1987,21692
8,cod_SDs22_24,1987,21692
9,cod_SDs22_24,1987,21692
10,cod_SDs22_24,1987,21692
5,cod_SDs22_24,1987,21692
6,cod_SDs22_24,1987,21692
11,cod_SDs22_24,1987,21692
12,cod_SDs22_24,1987,21692
13,cod_SDs22_24,1987,21692
16,cod_SDs22_24,1987,21692
3,cod_SDs22_24,1988,20672
4,cod_SDs22_24,1988,20672
7,cod_SDs22_24,1988,20672
8,cod_SDs22_24,1988,20672
9,cod_SDs22_24,1988,20672
10,cod_SDs22_24,1988,20672
5,cod_SDs22_24,1988,20672
6,cod_SDs22_24,1988,20672
11,cod_SDs22_24,1988,20672
12,cod_SDs22_24,1988,20672
13,cod_SDs22_24,1988,20672
16,cod_SDs22_24,1988,20672
3,cod_SDs22_24,1989,12795
4,cod_SDs22_24,1989,12795
7,cod_SDs22_24,1989,12795
8,cod_SDs22_24,1989,12795
9,cod_SDs22_24,1989,12795
10,cod_SDs22_24,1989,12795
5,cod_SDs22_24,1989,12795
6,cod_SDs22_24,1989,12795
11,cod_SDs22_24,1989,12795
12,cod_SDs22_24,1989,12795
13,cod_SDs22_24,1989,12795
16,cod_SDs22_24,1989,12795
3,cod_SDs22_24,1990,12237
4,cod_SDs22_24,1990,12237
7,cod_SDs22_24,1990,12237
8,cod_SDs22_24,1990,12237
9,cod_SDs22_24,1990,12237
10,cod_SDs22_24,1990,12237
5,cod_SDs22_24,1990,12237
6,cod_SDs22_24,1990,12237
11,cod_SDs22_24,1990,12237
12,cod_SDs22_24,1990,12237
13,cod_SDs22_24,1990,12237
16,cod_SDs22_24,1990,12237
3,cod_SDs22_24,1991,12931
4,cod_SDs22_24,1991,12931
7,cod_SDs22_24,1991,12931
8,cod_SDs22_24,1991,12931
9,cod_SDs22_24,1991,12931
10,cod_SDs22_24,1991,12931
5,cod_SDs22_24,1991,12931
6,cod_SDs22_24,1991,12931
11,cod_SDs22_24,1991,12931
12,cod_SDs22_24,1991,12931
13,cod_SDs22_24,1991,12931
16,cod_SDs22_24,1991,12931
3,cod_SDs22_24,1992,15672
4,cod_SDs22_24,1992,15672
7,cod_SDs22_24,1992,15672
8,cod_SDs22_24,1992,15672
9,cod_SDs22_24,1992,15672
10,cod_SDs22_24,1992,15672
5,cod_SDs22_24,1992,15672
6,cod_SDs22_24,1992,15672
11,cod_SDs22_24,1992,15672
12,cod_SDs22_24,1992,15672
13,cod_SDs22_24,1992,15672
16,cod_SDs22_24,1992,15672
3,cod_SDs22_24,1993,11815
4,cod_SDs22_24,1993,11815
7,cod_SDs22_24,1993,11815
8,cod_SDs22_24,1993,11815
9,cod_SDs22_24,1993,11815
10,cod_SDs22_24,1993,11815
5,cod_SDs22_24,1993,11815
6,cod_SDs22_24,1993,11815
11,cod_SDs22_24,1993,11815
12,cod_SDs22_24,1993,11815
13,cod_SDs22_24,1993,11815
16,cod_SDs22_24,1993,11815
3,cod_SDs22_24,1994,16642
4,cod_SDs22_24,1994,16642
7,cod_SDs22_24,1994,16642
8,cod_SDs22_24,1994,16642
9,cod_SDs22_24,1994,16642
10,cod_SDs22_24,1994,16642
5,cod_SDs22_24,1994,16642
6,cod_SDs22_24,1994,16642
11,cod_SDs22_24,1994,16642
12,cod_SDs22_24,1994,16642
13,cod_SDs22_24,1994,16642
16,cod_SDs22_24,1994,16642
3,cod_SDs22_24,1995,28310
4,cod_SDs22_24,1995,28310
7,cod_SDs22_24,1995,28310
8,cod_SDs22_24,1995,28310
9,cod_SDs22_24,1995,28310
10,cod_SDs22_24,1995,28310
5,cod_SDs22_24,1995,28310
6,cod_SDs22_24,1995,28310
11,cod_SDs22_24,1995,28310
12,cod_SDs22_24,1995,28310
13,cod_SDs22_24,1995,28310
16,cod_SDs22_24,1995,28310
3,cod_SDs22_24,1996,38505
4,cod_SDs22_24,1996,38505
7,cod_SDs22_24,1996,38505
8,cod_SDs22_24,1996,38505
9,cod_SDs22_24,1996,38505
10,cod_SDs22_24,1996,38505
5,cod_SDs22_24,1996,38505
6,cod_SDs22_24,1996,38505
11,cod_SDs22_24,1996,38505
12,cod_SDs22_24,1996,38505
13,cod_SDs22_24,1996,38505
16,cod_SDs22_24,1996,38505
3,cod_SDs22_24,1997,37077
4,cod_SDs22_24,1997,37077
7,cod_SDs22_24,1997,37077
8,cod_SDs22_24,1997,37077
9,cod_SDs22_24,1997,37077
10,cod_SDs22_24,1997,37077
5,cod_SDs22_24,1997,37077
6,cod_SDs22_24,1997,37077
11,cod_SDs22_24,1997,37077
12,cod_SDs22_24,1997,37077
13,cod_SDs22_24,1997,37077
16,cod_SDs22_24,1997,37077
3,cod_SDs22_24,1998,29634
4,cod_SDs22_24,1998,29634
7,cod_SDs22_24,1998,29634
8,cod_SDs22_24,1998,29634
9,cod_SDs22_24,1998,29634
10,cod_SDs22_24,1998,29634
5,cod_SDs22_24,1998,29634
6,cod_SDs22_24,1998,29634
11,cod_SDs22_24,1998,29634
12,cod_SDs22_24,1998,29634
13,cod_SDs22_24,1998,29634
16,cod_SDs22_24,1998,29634
3,cod_SDs22_24,1999,35934
4,cod_SDs22_24,1999,35934
