rgn_id,score,dimension
1,36.5695792880259,status
2,16.7487684729064,status
3,57.3684210526316,status
4,90,status
5,90,status
6,95,status
7,14.1025641025641,status
8,56.3492063492063,status
9,20.6349206349206,status
10,45,status
11,20.6349206349206,status
12,NA,status
13,21.4285714285714,status
14,16.6666666666667,status
15,NA,status
16,2.66666666666667,status
17,NA,status
18,8.62068965517241,status
19,NA,status
20,7.2992700729927,status
21,NA,status
22,NA,status
23,NA,status
24,NA,status
25,9.1324200913242,status
26,25.7359924026591,status
27,0,status
28,29.5409181636727,status
29,21.8926553672316,status
30,3.78787878787879,status
31,9.89247311827957,status
32,4.45859872611465,status
33,0,status
34,15.7894736842105,status
35,19.672131147541,status
36,19.5348837209302,status
37,NA,status
38,NA,status
39,NA,status
40,NA,status
41,NA,status
42,NA,status
