rgn_id,popsum
1,852713
2,1754535
3,1971018
4,191278
5,801791
6,1381111
7,24035
8,654326
9,33074
10,1239349
11,406098
12,1351142
13,387825
14,340234
15,44406
16,209503
17,1262943
18,1326260
19,610658
20,29841
21,151434
22,278439
23,330744
24,137145
25,6086
26,334929
27,482785
28,164093
29,2223796
30,4102
31,13805
32,1445586
33,5145329
34,785433
35,114662
36,460420
37,545443
38,255680
39,132258
40,131682
41,261579
42,377701
