rgn_id,score,dimension
1,0.015125000000000001,trend
2,-0.11890344827586206,trend
3,-0.11890344827586206,trend
4,0.09169375,trend
5,0.015125000000000001,trend
6,-0.11890344827586206,trend
7,-0.11890344827586206,trend
8,0.09169375,trend
9,-0.11890344827586206,trend
10,0.09169375,trend
11,0.015125000000000001,trend
12,-0.11890344827586206,trend
13,0.09169375,trend
14,0.015125000000000001,trend
15,-0.11890344827586206,trend
16,0.09169375,trend
17,-0.026195454545454546,trend
18,-0.026195454545454546,trend
19,NA,trend
20,0.015125000000000001,trend
21,-0.026195454545454546,trend
22,NA,trend
23,-0.1492857142857143,trend
24,-0.16723749999999998,trend
25,-0.14783529411764706,trend
26,0.015125000000000001,trend
27,-0.16723749999999998,trend
28,-0.14783529411764706,trend
29,0.015125000000000001,trend
30,-0.06550689655172415,trend
31,-0.14783529411764706,trend
32,-0.06550689655172415,trend
33,NA,trend
34,-0.14783529411764706,trend
35,0.015125000000000001,trend
36,-0.06550689655172415,trend
37,0.015125000000000001,trend
38,-0.06550689655172415,trend
39,0.015125000000000001,trend
40,-0.06550689655172415,trend
41,0.015125000000000001,trend
42,-0.06550689655172415,trend
