rgn_id,score,dimension
1,80.44351556773952,status
2,80.44351556773952,status
3,80.44351556773952,status
4,80.44351556773951,status
5,80.44351556773952,status
6,80.44351556773952,status
7,80.44351556773952,status
8,80.44351556773951,status
9,80.44351556773952,status
10,80.44351556773951,status
11,80.44351556773952,status
12,80.44351556773952,status
13,80.44351556773951,status
14,80.44351556773952,status
15,80.44351556773952,status
16,80.44351556773951,status
17,80.44351556773951,status
18,80.44351556773951,status
19,NA,status
20,80.44351556773952,status
21,80.44351556773951,status
22,NA,status
23,80.44351556773952,status
24,80.44351556773951,status
25,80.44351556773952,status
26,80.44351556773952,status
27,80.44351556773951,status
28,80.44351556773952,status
29,80.44351556773952,status
30,80.44351556773952,status
31,80.44351556773952,status
32,80.44351556773952,status
33,NA,status
34,80.44351556773952,status
35,80.44351556773952,status
36,80.44351556773952,status
37,80.44351556773952,status
38,80.44351556773952,status
39,80.44351556773952,status
40,80.44351556773952,status
41,80.44351556773952,status
42,80.44351556773952,status
