country,year,score,rgn_id
Denmark,2012,94.25000000000001,2
Denmark,2012,94.25000000000001,3
Denmark,2012,94.25000000000001,6
Denmark,2012,94.25000000000001,7
Denmark,2012,94.25000000000001,9
Denmark,2012,94.25000000000001,12
Denmark,2012,94.25000000000001,15
Germany,2012,99.87012987012987,4
Germany,2012,99.87012987012987,8
Germany,2012,99.87012987012987,10
Germany,2012,99.87012987012987,13
Germany,2012,99.87012987012987,16
Estonia,2012,95.0,25
Estonia,2012,95.0,28
Estonia,2012,95.0,31
Estonia,2012,95.0,34
Latvia,2012,93.2876712328767,24
Latvia,2012,93.2876712328767,27
Lithuania,2012,94.0934065934066,23
Poland,2012,91.12676056338029,17
Poland,2012,91.12676056338029,18
Poland,2012,91.12676056338029,21
Finland,2012,94.87179487179486,30
Finland,2012,94.87179487179486,32
Finland,2012,94.87179487179486,36
Finland,2012,94.87179487179486,38
Finland,2012,94.87179487179486,40
Finland,2012,94.87179487179486,42
Sweden,2012,99.25,1
Sweden,2012,99.25,5
Sweden,2012,99.25,11
Sweden,2012,99.25,14
Sweden,2012,99.25,20
Sweden,2012,99.25,26
Sweden,2012,99.25,29
Sweden,2012,99.25,35
Sweden,2012,99.25,37
Sweden,2012,99.25,39
Sweden,2012,99.25,41
Russia,NA,NA,19
Russia,NA,NA,22
Russia,NA,NA,33
