rgn_id,resilience_score
1,0.820195682
2,0.820195682
3,0.7398577
4,0.7398577
5,0.753791051
6,0.753791051
7,0.795679789
8,0.795679789
9,0.793424946
10,0.793424946
11,0.796531868
12,0.796531868
13,0.796531868
14,0.792573784
15,0.792573784
16,0.792573784
17,0.792573784
18,0.764653187
19,NA
20,0.710175482
21,0.710175482
22,NA
23,0.710175482
24,0.710175482
25,0.710175482
26,0.700601271
27,0.768804105
28,0.768804105
29,0.767137398
30,0.767137398
31,0.767137398
32,0.792785246
33,NA
34,0.792785246
35,0.769668829
36,0.769668829
37,0.776457565
38,0.776457565
39,0.690508403
40,0.690508403
41,0.681016048
42,0.681016048
