region_id,indicator_status
1,72.91666666666667
2,72.048611111125
3,70.13888888891667
4,65.27777777783334
5,69.09722222225
6,75
7,65.27777777783334
8,65.27777777783334
9,66.31944444445833
10,57.63888888891666
11,57.638888888916675
12,66.31944444445833
13,50
14,99.12916666666668
15,59.375
16,50
17,59.375
18,68.75
19,68.75
20,68.75
21,68.75000000000001
22,68.75
23,92.70833333333333
24,93.75
25,59.375
26,77.08333333333333
27,76.39166666666668
28,58.85416666666667
29,92.70833333333333
30,68.75
31,68.74999999999999
32,85.76666666666665
33,68.75
34,68.75
35,77.43333333333334
36,77.43333333333334
37,90.625
38,83.68333333333334
39,81.77083333333334
40,95.66250000000001
41,100
42,100
