"region_id","score","dimension","indicator","scen_year"
1,99.67,"status","chla",2019
2,99.67,"status","chla",2019
3,100,"status","chla",2019
4,100,"status","chla",2019
5,90.57,"status","chla",2019
6,90.57,"status","chla",2019
7,100,"status","chla",2019
8,100,"status","chla",2019
9,70.38,"status","chla",2019
10,70.38,"status","chla",2019
11,69.23,"status","chla",2019
12,69.23,"status","chla",2019
13,69.23,"status","chla",2019
14,44.72,"status","chla",2019
15,44.72,"status","chla",2019
16,44.72,"status","chla",2019
17,44.72,"status","chla",2019
20,58.38,"status","chla",2019
21,58.38,"status","chla",2019
22,58.38,"status","chla",2019
23,58.38,"status","chla",2019
24,58.38,"status","chla",2019
25,58.38,"status","chla",2019
26,52.36,"status","chla",2019
27,58.17,"status","chla",2019
28,58.17,"status","chla",2019
29,53.04,"status","chla",2019
30,53.04,"status","chla",2019
31,53.04,"status","chla",2019
32,55.07,"status","chla",2019
33,55.07,"status","chla",2019
34,55.07,"status","chla",2019
35,53.89,"status","chla",2019
36,NA,"status","chla",2019
37,64.72,"status","chla",2019
38,64.72,"status","chla",2019
41,62.65,"status","chla",2019
42,62.65,"status","chla",2019
18,NA,"status","chla",2019
19,NA,"status","chla",2019
39,NA,"status","chla",2019
40,NA,"status","chla",2019
1,-0.126,"trend","chla",2019
2,-0.126,"trend","chla",2019
9,-0.492,"trend","chla",2019
10,-0.492,"trend","chla",2019
11,-0.273,"trend","chla",2019
12,-0.273,"trend","chla",2019
13,-0.273,"trend","chla",2019
14,-0.696,"trend","chla",2019
15,-0.696,"trend","chla",2019
16,-0.696,"trend","chla",2019
17,-0.696,"trend","chla",2019
20,-0.317,"trend","chla",2019
21,-0.317,"trend","chla",2019
22,-0.317,"trend","chla",2019
23,-0.317,"trend","chla",2019
24,-0.317,"trend","chla",2019
25,-0.317,"trend","chla",2019
26,-0.159,"trend","chla",2019
27,-0.335,"trend","chla",2019
28,-0.335,"trend","chla",2019
29,-0.031,"trend","chla",2019
30,-0.031,"trend","chla",2019
31,-0.031,"trend","chla",2019
32,0.142,"trend","chla",2019
33,0.142,"trend","chla",2019
34,0.142,"trend","chla",2019
3,NA,"trend","chla",2019
4,NA,"trend","chla",2019
5,NA,"trend","chla",2019
6,NA,"trend","chla",2019
7,NA,"trend","chla",2019
8,NA,"trend","chla",2019
18,NA,"trend","chla",2019
19,NA,"trend","chla",2019
35,NA,"trend","chla",2019
36,NA,"trend","chla",2019
37,NA,"trend","chla",2019
38,NA,"trend","chla",2019
39,NA,"trend","chla",2019
40,NA,"trend","chla",2019
41,NA,"trend","chla",2019
42,NA,"trend","chla",2019
