region_id,region_name,flower_png
0,Baltic,reports/figures/flower_Baltic.png
1,Swe - Kattegat,reports/figures/flower_Swe-Kattegat.png
10,Ger - Bay of Mecklenburg,reports/figures/flower_Ger-BayofMecklenburg.png
11,Swe - Arkona Basin,reports/figures/flower_Swe-ArkonaBasin.png
12,Den - Arkona Basin,reports/figures/flower_Den-ArkonaBasin.png
13,Ger - Arkona Basin,reports/figures/flower_Ger-ArkonaBasin.png
14,Swe - Bornholm Basin,reports/figures/flower_Swe-BornholmBasin.png
15,Den - Bornholm Basin,reports/figures/flower_Den-BornholmBasin.png
16,Ger - Bornholm Basin,reports/figures/flower_Ger-BornholmBasin.png
17,Pol - Bornholm Basin,reports/figures/flower_Pol-BornholmBasin.png
18,Pol - Gdansk Basin,reports/figures/flower_Pol-GdanskBasin.png
19,Rus - Gdansk Basin,reports/figures/flower_Rus-GdanskBasin.png
2,Den - Kattegat,reports/figures/flower_Den-Kattegat.png
20,Swe - Eastern Gotland Basin,reports/figures/flower_Swe-EasternGotlandBasin.png
21,Pol - Eastern Gotland Basin,reports/figures/flower_Pol-EasternGotlandBasin.png
22,Rus - Eastern Gotland Basin,reports/figures/flower_Rus-EasternGotlandBasin.png
23,Lit - Eastern Gotland Basin,reports/figures/flower_Lit-EasternGotlandBasin.png
24,Lat - Eastern Gotland Basin,reports/figures/flower_Lat-EasternGotlandBasin.png
25,Est - Eastern Gotland Basin,reports/figures/flower_Est-EasternGotlandBasin.png
26,Swe - Western Gotland Basin,reports/figures/flower_Swe-WesternGotlandBasin.png
27,Lat - Gulf of Riga,reports/figures/flower_Lat-GulfofRiga.png
28,Est - Gulf of Riga,reports/figures/flower_Est-GulfofRiga.png
29,Swe - Northern Baltic Proper,reports/figures/flower_Swe-NorthernBalticProper.png
3,Den - Great Belt,reports/figures/flower_Den-GreatBelt.png
30,Fin - Northern Baltic Proper,reports/figures/flower_Fin-NorthernBalticProper.png
31,Est - Northern Baltic Proper,reports/figures/flower_Est-NorthernBalticProper.png
32,Fin - Gulf of Finland,reports/figures/flower_Fin-GulfofFinland.png
33,Rus - Gulf of Finland,reports/figures/flower_Rus-GulfofFinland.png
34,Est - Gulf of Finland,reports/figures/flower_Est-GulfofFinland.png
35,Swe - Aland Sea,reports/figures/flower_Swe-AlandSea.png
36,Fin - Aland Sea,reports/figures/flower_Fin-AlandSea.png
37,Swe - Bothnian Sea,reports/figures/flower_Swe-BothnianSea.png
38,Fin - Bothnian Sea,reports/figures/flower_Fin-BothnianSea.png
39,Swe - The Quark,reports/figures/flower_Swe-TheQuark.png
4,Ger - Great Belt,reports/figures/flower_Ger-GreatBelt.png
40,Fin - The Quark,reports/figures/flower_Fin-TheQuark.png
41,Swe - Bothnian Bay,reports/figures/flower_Swe-BothnianBay.png
42,Fin - Bothnian Bay,reports/figures/flower_Fin-BothnianBay.png
5,Swe - The Sound,reports/figures/flower_Swe-TheSound.png
6,Den - The Sound,reports/figures/flower_Den-TheSound.png
7,Den - Kiel Bay,reports/figures/flower_Den-KielBay.png
8,Ger - Kiel Bay,reports/figures/flower_Ger-KielBay.png
9,Den - Bay of Mecklenburg,reports/figures/flower_Den-BayofMecklenburg.png
