rgn_id,pressure_score,year
1,0.02,2014
2,0.03,2014
3,0.43,2014
4,NA,2014
5,0.05,2014
6,0.36,2014
7,0.14,2014
8,0.07,2014
9,0.23,2014
10,0.04,2014
11,1,2014
12,0.65,2014
13,0.29,2014
14,0.07,2014
15,0.11,2014
16,0.01,2014
17,0.09,2014
18,0.04,2014
19,NA,2014
20,0.03,2014
21,0.07,2014
22,NA,2014
23,NA,2014
24,0.03,2014
25,0.13,2014
26,0.01,2014
27,NA,2014
28,0,2014
29,0.01,2014
30,0.06,2014
31,0.82,2014
32,0.08,2014
33,NA,2014
34,0.43,2014
35,0.03,2014
36,0.07,2014
37,0.01,2014
38,0,2014
39,NA,2014
40,0,2014
41,0.05,2014
42,0.06,2014
