rgn_id,score,dimension,year
1,80.44351556773952,status,2014
2,80.44351556773952,status,2014
3,80.44351556773952,status,2014
4,80.44351556773951,status,2014
5,80.44351556773952,status,2014
6,80.44351556773952,status,2014
7,80.44351556773952,status,2014
8,80.44351556773951,status,2014
9,80.44351556773952,status,2014
10,80.44351556773951,status,2014
11,80.44351556773952,status,2014
12,80.44351556773952,status,2014
13,80.44351556773951,status,2014
14,80.44351556773952,status,2014
15,80.44351556773952,status,2014
16,80.44351556773951,status,2014
17,80.44351556773951,status,2014
18,80.44351556773951,status,2014
19,NA,status,2014
20,80.44351556773952,status,2014
21,80.44351556773951,status,2014
22,NA,status,2014
23,80.44351556773952,status,2014
24,80.44351556773951,status,2014
25,80.44351556773952,status,2014
26,80.44351556773952,status,2014
27,80.44351556773951,status,2014
28,80.44351556773952,status,2014
29,80.44351556773952,status,2014
30,80.44351556773952,status,2014
31,80.44351556773952,status,2014
32,80.44351556773952,status,2014
33,NA,status,2014
34,80.44351556773952,status,2014
35,80.44351556773952,status,2014
36,80.44351556773952,status,2014
37,80.44351556773952,status,2014
38,80.44351556773952,status,2014
39,80.44351556773952,status,2014
40,80.44351556773952,status,2014
41,80.44351556773952,status,2014
42,80.44351556773952,status,2014
