rgn_id,habitat,year,km2
1,saltmarsh,2012,29.3
2,saltmarsh,2012,29.3
3,saltmarsh,2012,29.3
4,saltmarsh,2012,29.3
5,saltmarsh,2012,29.3
6,saltmarsh,2012,29.3
7,saltmarsh,2012,29.3
8,saltmarsh,2012,29.3
9,saltmarsh,2012,29.3
10,saltmarsh,2012,29.3
11,saltmarsh,2012,29.3
12,saltmarsh,2012,29.3
13,saltmarsh,2012,29.3
14,saltmarsh,2012,29.3
15,saltmarsh,2012,29.3
16,saltmarsh,2012,29.3
17,saltmarsh,2012,29.3
18,saltmarsh,2012,29.3
19,saltmarsh,2012,29.3
20,saltmarsh,2012,29.3
21,saltmarsh,2012,29.3
22,saltmarsh,2012,29.3
23,saltmarsh,2012,29.3
24,saltmarsh,2012,29.3
25,saltmarsh,2012,29.3
26,saltmarsh,2012,29.3
27,saltmarsh,2012,29.3
28,saltmarsh,2012,29.3
29,saltmarsh,2012,29.3
30,saltmarsh,2012,29.3
31,saltmarsh,2012,29.3
32,saltmarsh,2012,29.3
33,saltmarsh,2012,29.3
34,saltmarsh,2012,29.3
35,saltmarsh,2012,29.3
36,saltmarsh,2012,29.3
37,saltmarsh,2012,29.3
38,saltmarsh,2012,29.3
39,saltmarsh,2012,29.3
40,saltmarsh,2012,29.3
41,saltmarsh,2012,29.3
42,saltmarsh,2012,29.3
