rgn_id,taxa_code,taxa_group,year,tonnes
1,Atlantic salmon_1048,F,1977,5
1,Atlantic salmon_1048,F,1978,10
1,Atlantic salmon_1048,F,1979,15
1,Atlantic salmon_1048,F,1980,30
1,Atlantic salmon_1048,F,1981,50
1,Atlantic salmon_1048,F,1982,50
1,Atlantic salmon_1048,F,1983,75
1,Atlantic salmon_1048,F,1984,118
1,Atlantic salmon_1048,F,1985,81
1,Atlantic salmon_1048,F,1986,160
1,Atlantic salmon_1048,F,1987,224
1,Atlantic salmon_1048,F,1988,363
1,Atlantic salmon_1048,F,1989,771
1,Atlantic salmon_1048,F,1990,602
1,Atlantic salmon_1048,F,1991,270
1,Atlantic salmon_1048,F,1992,388
1,Atlantic salmon_1048,F,1993,4
1,Atlantic salmon_1048,F,1994,7
1,Atlantic salmon_1048,F,1995,19
1,Atlantic salmon_1048,F,1996,12
1,Atlantic salmon_1048,F,1997,0
1,Atlantic salmon_1048,F,1998,0
1,Atlantic salmon_1048,F,1999,0
1,Atlantic salmon_1048,F,2000,0
1,Atlantic salmon_1048,F,2001,0
1,Atlantic salmon_1048,F,2002,0
1,Atlantic salmon_1048,F,2003,0
1,Atlantic salmon_1048,F,2004,0
1,Atlantic salmon_1048,F,2005,0
1,Atlantic salmon_1048,F,2006,0
1,Atlantic salmon_1048,F,2007,0
1,Atlantic salmon_1048,F,2008,0
1,Atlantic salmon_1048,F,2009,0
1,Atlantic salmon_1048,F,2010,0
1,Atlantic salmon_1048,F,2011,0
1,Atlantic salmon_1048,F,2012,0
1,Atlantic salmon_1048,F,2013,6
1,Atlantic salmon_1048,F,2014,8
1,Atlantic salmon_1048,F,2015,0
1,Atlantic salmon_1048,F,2016,1
1,Blue mussel_1049,BI,1950,500
1,Blue mussel_1049,BI,1951,500
1,Blue mussel_1049,BI,1952,600
1,Blue mussel_1049,BI,1953,300
1,Blue mussel_1049,BI,1954,300
1,Blue mussel_1049,BI,1955,300
1,Blue mussel_1049,BI,1956,400
1,Blue mussel_1049,BI,1957,400
1,Blue mussel_1049,BI,1958,500
1,Blue mussel_1049,BI,1959,600
1,Blue mussel_1049,BI,1960,500
1,Blue mussel_1049,BI,1961,500
1,Blue mussel_1049,BI,1962,800
1,Blue mussel_1049,BI,1963,800
1,Blue mussel_1049,BI,1964,600
1,Blue mussel_1049,BI,1965,500
1,Blue mussel_1049,BI,1966,700
1,Blue mussel_1049,BI,1967,500
1,Blue mussel_1049,BI,1968,500
1,Blue mussel_1049,BI,1969,400
1,Blue mussel_1049,BI,1970,200
1,Blue mussel_1049,BI,1971,100
1,Blue mussel_1049,BI,1972,0.1
1,Blue mussel_1049,BI,1973,0.1
1,Blue mussel_1049,BI,1974,58
1,Blue mussel_1049,BI,1975,32
1,Blue mussel_1049,BI,1976,42
1,Blue mussel_1049,BI,1977,30
1,Blue mussel_1049,BI,1978,45
1,Blue mussel_1049,BI,1979,41
1,Blue mussel_1049,BI,1980,39
1,Blue mussel_1049,BI,1981,557
