rgn_id,resilience_score,year
1,0.820195682,2014
2,0.820195682,2014
3,0.7398577,2014
4,0.7398577,2014
5,0.753791051,2014
6,0.753791051,2014
7,0.795679789,2014
8,0.795679789,2014
9,0.793424946,2014
10,0.793424946,2014
11,0.796531868,2014
12,0.796531868,2014
13,0.796531868,2014
14,0.792573784,2014
15,0.792573784,2014
16,0.792573784,2014
17,0.792573784,2014
18,0.764653187,2014
19,NA,2014
20,0.710175482,2014
21,0.710175482,2014
22,NA,2014
23,0.710175482,2014
24,0.710175482,2014
25,0.710175482,2014
26,0.700601271,2014
27,0.768804105,2014
28,0.768804105,2014
29,0.767137398,2014
30,0.767137398,2014
31,0.767137398,2014
32,0.792785246,2014
33,NA,2014
34,0.792785246,2014
35,0.769668829,2014
36,0.769668829,2014
37,0.776457565,2014
38,0.776457565,2014
39,0.690508403,2014
40,0.690508403,2014
41,0.681016048,2014
42,0.681016048,2014
