rgn_id,area
1,32976.75
2,32976.75
3,32976.75
4,32976.75
5,32976.75
6,32976.75
7,32976.75
8,32976.75
9,32976.75
10,32976.75
11,32976.75
12,32976.75
13,32976.75
14,32976.75
15,32976.75
16,32976.75
17,32976.75
18,32976.75
19,32976.75
20,32976.75
21,32976.75
22,32976.75
23,32976.75
24,32976.75
25,32976.75
26,32976.75
27,32976.75
28,32976.75
29,32976.75
30,32976.75
31,32976.75
32,32976.75
33,32976.75
34,32976.75
35,32976.75
36,32976.75
37,32976.75
38,32976.75
39,32976.75
40,32976.75
41,32976.75
42,32976.75
