rgn_id,score,dimension,year
1,0.820195681989893,status,2014
2,0.820195681989893,status,2014
3,0.739857700343891,status,2014
4,0.739857700343891,status,2014
5,0.753791050819175,status,2014
6,0.753791050819175,status,2014
7,0.795679789212449,status,2014
8,0.795679789212449,status,2014
9,0.793424946162308,status,2014
10,0.793424946162308,status,2014
11,0.79653186763701,status,2014
12,0.79653186763701,status,2014
13,0.79653186763701,status,2014
14,0.792573783832425,status,2014
15,0.792573783832425,status,2014
16,0.792573783832425,status,2014
17,0.792573783832425,status,2014
18,0.764653186561095,status,2014
19,0.764653186561095,status,2014
20,0.710175481887329,status,2014
21,0.710175481887329,status,2014
22,0.710175481887329,status,2014
23,0.710175481887329,status,2014
24,0.710175481887329,status,2014
25,0.710175481887329,status,2014
26,0.700601271011914,status,2014
27,0.76880410508816,status,2014
28,0.76880410508816,status,2014
29,0.767137398120795,status,2014
30,0.767137398120795,status,2014
31,0.767137398120795,status,2014
32,0.792785246120468,status,2014
33,0.792785246120468,status,2014
34,0.792785246120468,status,2014
35,0.76966882853468,status,2014
36,0.76966882853468,status,2014
37,0.776457564709802,status,2014
38,0.776457564709802,status,2014
39,0.690508402858308,status,2014
40,0.690508402858308,status,2014
41,0.681016048318722,status,2014
42,0.681016048318722,status,2014
