rgn_id,pressure_score,year
1,NA,2014
2,NA,2014
3,NA,2014
4,NA,2014
5,NA,2014
6,NA,2014
7,NA,2014
8,NA,2014
9,NA,2014
10,NA,2014
11,NA,2014
12,NA,2014
13,NA,2014
14,0.2,2014
15,0.32,2014
16,0,2014
17,0.21,2014
18,NA,2014
19,NA,2014
20,0.98,2014
21,0.45,2014
22,0.78,2014
23,0.52,2014
24,0.97,2014
25,0.91,2014
26,0.96,2014
27,NA,2014
28,NA,2014
29,0.9,2014
30,0.87,2014
31,0.92,2014
32,0.49,2014
33,0,2014
34,0.61,2014
35,NA,2014
36,NA,2014
37,NA,2014
38,NA,2014
39,NA,2014
40,NA,2014
41,NA,2014
42,NA,2014
