rgn_id,sector,weight
1,cf,1
1,mar,1
1,tour,1
2,cf,1
2,mar,1
2,tour,1
3,cf,1
3,mar,1
3,tour,1
4,cf,1
4,mar,1
4,tour,1
5,cf,1
5,mar,1
5,tour,1
6,cf,1
6,mar,1
6,tour,1
7,cf,1
7,mar,1
7,tour,1
8,cf,1
8,mar,1
8,tour,1
9,cf,1
9,mar,1
9,tour,1
10,cf,1
10,mar,1
10,tour,1
11,cf,1
11,mar,1
11,tour,1
12,cf,1
12,mar,1
12,tour,1
13,cf,1
13,mar,1
13,tour,1
14,cf,1
14,mar,1
14,tour,1
15,cf,1
15,mar,1
15,tour,1
16,cf,1
16,mar,1
16,tour,1
17,cf,1
17,mar,1
17,tour,1
18,cf,1
18,mar,1
18,tour,1
19,cf,1
19,mar,1
19,tour,1
20,cf,1
20,mar,1
20,tour,1
21,cf,1
21,mar,1
21,tour,1
22,cf,1
22,mar,1
22,tour,1
23,cf,1
23,mar,1
23,tour,1
24,cf,1
24,mar,1
24,tour,1
25,cf,1
25,mar,1
25,tour,1
26,cf,1
26,mar,1
26,tour,1
27,cf,1
27,mar,1
27,tour,1
28,cf,1
28,mar,1
28,tour,1
29,cf,1
29,mar,1
29,tour,1
30,cf,1
30,mar,1
30,tour,1
31,cf,1
31,mar,1
31,tour,1
32,cf,1
32,mar,1
32,tour,1
33,cf,1
33,mar,1
33,tour,1
34,cf,1
34,mar,1
34,tour,1
35,cf,1
35,mar,1
35,tour,1
36,cf,1
36,mar,1
36,tour,1
37,cf,1
37,mar,1
37,tour,1
38,cf,1
38,mar,1
38,tour,1
39,cf,1
39,mar,1
39,tour,1
40,cf,1
40,mar,1
40,tour,1
41,cf,1
41,mar,1
41,tour,1
42,cf,1
42,mar,1
42,tour,1
