rgn_id,resilience_score,year
1,0.9375,2014
2,0.9375,2014
3,0.9375,2014
4,0.9375,2014
5,0.9375,2014
6,0.9375,2014
7,0.9375,2014
8,0.9375,2014
9,0.9375,2014
10,0.9375,2014
11,0.9375,2014
12,0.9375,2014
13,0.9375,2014
14,0.9375,2014
15,0.9375,2014
16,0.9375,2014
17,0.9375,2014
18,0.9375,2014
19,NA,2014
20,0.9375,2014
21,0.9375,2014
22,NA,2014
23,0.9375,2014
24,0.9375,2014
25,1,2014
26,0.9375,2014
27,0.9375,2014
28,1,2014
29,0.9375,2014
30,0.9375,2014
31,1,2014
32,0.9375,2014
33,NA,2014
34,1,2014
35,0.9375,2014
36,0.9375,2014
37,0.9375,2014
38,0.9375,2014
39,0.9375,2014
40,0.9375,2014
41,0.9375,2014
42,0.9375,2014
