rgn_id,year,taxa_code,sust_coeff
1,2012,Atlantic salmon_1048,0.53
1,2012,Blue mussel_1049,0.77
1,2012,European flat oyster_1050,0.87
1,2012,Rainbow trout_1051,0.53
2,2012,Atlantic salmon_1048,0.53
2,2012,Blue mussel_1049,0.77
2,2012,European flat oyster_1050,0.87
2,2012,Rainbow trout_1051,0.53
3,2012,Atlantic salmon_1048,0.53
3,2012,Blue mussel_1049,0.77
3,2012,European flat oyster_1050,0.87
3,2012,Rainbow trout_1051,0.53
4,2012,Atlantic salmon_1048,0.53
4,2012,Blue mussel_1049,0.77
4,2012,European flat oyster_1050,0.87
4,2012,Rainbow trout_1051,0.53
5,2012,Atlantic salmon_1048,0.53
5,2012,Blue mussel_1049,0.77
5,2012,European flat oyster_1050,0.87
5,2012,Rainbow trout_1051,0.53
6,2012,Atlantic salmon_1048,0.53
6,2012,Blue mussel_1049,0.77
6,2012,European flat oyster_1050,0.87
6,2012,Rainbow trout_1051,0.53
7,2012,Atlantic salmon_1048,0.53
7,2012,Blue mussel_1049,0.77
7,2012,European flat oyster_1050,0.87
7,2012,Rainbow trout_1051,0.53
8,2012,Atlantic salmon_1048,0.53
8,2012,Blue mussel_1049,0.77
8,2012,European flat oyster_1050,0.87
8,2012,Rainbow trout_1051,0.53
9,2012,Atlantic salmon_1048,0.53
9,2012,Blue mussel_1049,0.77
9,2012,European flat oyster_1050,0.87
9,2012,Rainbow trout_1051,0.53
10,2012,Atlantic salmon_1048,0.53
10,2012,Blue mussel_1049,0.77
10,2012,European flat oyster_1050,0.87
10,2012,Rainbow trout_1051,0.53
11,2012,Atlantic salmon_1048,0.53
11,2012,Blue mussel_1049,0.77
11,2012,European flat oyster_1050,0.87
11,2012,Rainbow trout_1051,0.53
12,2012,Atlantic salmon_1048,0.53
12,2012,Blue mussel_1049,0.77
12,2012,European flat oyster_1050,0.87
12,2012,Rainbow trout_1051,0.53
13,2012,Atlantic salmon_1048,0.53
13,2012,Blue mussel_1049,0.77
13,2012,European flat oyster_1050,0.87
13,2012,Rainbow trout_1051,0.53
14,2012,Atlantic salmon_1048,0.53
14,2012,Blue mussel_1049,0.77
14,2012,European flat oyster_1050,0.87
14,2012,Rainbow trout_1051,0.53
15,2012,Atlantic salmon_1048,0.53
15,2012,Blue mussel_1049,0.77
15,2012,European flat oyster_1050,0.87
15,2012,Rainbow trout_1051,0.53
16,2012,Atlantic salmon_1048,0.53
16,2012,Blue mussel_1049,0.77
16,2012,European flat oyster_1050,0.87
16,2012,Rainbow trout_1051,0.53
17,2012,Atlantic salmon_1048,0.53
17,2012,Blue mussel_1049,0.77
17,2012,European flat oyster_1050,0.87
17,2012,Rainbow trout_1051,0.53
18,2012,Atlantic salmon_1048,0.53
18,2012,Blue mussel_1049,0.77
18,2012,European flat oyster_1050,0.87
18,2012,Rainbow trout_1051,0.53
19,2012,Atlantic salmon_1048,0.53
19,2012,Blue mussel_1049,0.77
19,2012,European flat oyster_1050,0.87
19,2012,Rainbow trout_1051,0.53
20,2012,Atlantic salmon_1048,0.53
20,2012,Blue mussel_1049,0.77
20,2012,European flat oyster_1050,0.87
20,2012,Rainbow trout_1051,0.53
21,2012,Atlantic salmon_1048,0.53
21,2012,Blue mussel_1049,0.77
21,2012,European flat oyster_1050,0.87
21,2012,Rainbow trout_1051,0.53
22,2012,Atlantic salmon_1048,0.53
22,2012,Blue mussel_1049,0.77
22,2012,European flat oyster_1050,0.87
22,2012,Rainbow trout_1051,0.53
23,2012,Atlantic salmon_1048,0.53
23,2012,Blue mussel_1049,0.77
23,2012,European flat oyster_1050,0.87
23,2012,Rainbow trout_1051,0.53
24,2012,Atlantic salmon_1048,0.53
24,2012,Blue mussel_1049,0.77
24,2012,European flat oyster_1050,0.87
24,2012,Rainbow trout_1051,0.53
25,2012,Atlantic salmon_1048,0.53
25,2012,Blue mussel_1049,0.77
25,2012,European flat oyster_1050,0.87
25,2012,Rainbow trout_1051,0.53
26,2012,Atlantic salmon_1048,0.53
26,2012,Blue mussel_1049,0.77
26,2012,European flat oyster_1050,0.87
26,2012,Rainbow trout_1051,0.53
27,2012,Atlantic salmon_1048,0.53
27,2012,Blue mussel_1049,0.77
27,2012,European flat oyster_1050,0.87
27,2012,Rainbow trout_1051,0.53
28,2012,Atlantic salmon_1048,0.53
28,2012,Blue mussel_1049,0.77
28,2012,European flat oyster_1050,0.87
28,2012,Rainbow trout_1051,0.53
29,2012,Atlantic salmon_1048,0.53
29,2012,Blue mussel_1049,0.77
29,2012,European flat oyster_1050,0.87
29,2012,Rainbow trout_1051,0.53
30,2012,Atlantic salmon_1048,0.53
30,2012,Blue mussel_1049,0.77
30,2012,European flat oyster_1050,0.87
30,2012,Rainbow trout_1051,0.53
31,2012,Atlantic salmon_1048,0.53
31,2012,Blue mussel_1049,0.77
31,2012,European flat oyster_1050,0.87
31,2012,Rainbow trout_1051,0.53
32,2012,Atlantic salmon_1048,0.53
32,2012,Blue mussel_1049,0.77
32,2012,European flat oyster_1050,0.87
32,2012,Rainbow trout_1051,0.53
33,2012,Atlantic salmon_1048,0.53
33,2012,Blue mussel_1049,0.77
33,2012,European flat oyster_1050,0.87
33,2012,Rainbow trout_1051,0.53
34,2012,Atlantic salmon_1048,0.53
34,2012,Blue mussel_1049,0.77
34,2012,European flat oyster_1050,0.87
34,2012,Rainbow trout_1051,0.53
35,2012,Atlantic salmon_1048,0.53
35,2012,Blue mussel_1049,0.77
35,2012,European flat oyster_1050,0.87
35,2012,Rainbow trout_1051,0.53
36,2012,Atlantic salmon_1048,0.53
36,2012,Blue mussel_1049,0.77
36,2012,European flat oyster_1050,0.87
36,2012,Rainbow trout_1051,0.53
37,2012,Atlantic salmon_1048,0.53
37,2012,Blue mussel_1049,0.77
37,2012,European flat oyster_1050,0.87
37,2012,Rainbow trout_1051,0.53
38,2012,Atlantic salmon_1048,0.53
38,2012,Blue mussel_1049,0.77
38,2012,European flat oyster_1050,0.87
38,2012,Rainbow trout_1051,0.53
39,2012,Atlantic salmon_1048,0.53
39,2012,Blue mussel_1049,0.77
39,2012,European flat oyster_1050,0.87
39,2012,Rainbow trout_1051,0.53
40,2012,Atlantic salmon_1048,0.53
40,2012,Blue mussel_1049,0.77
40,2012,European flat oyster_1050,0.87
40,2012,Rainbow trout_1051,0.53
41,2012,Atlantic salmon_1048,0.53
41,2012,Blue mussel_1049,0.77
41,2012,European flat oyster_1050,0.87
41,2012,Rainbow trout_1051,0.53
42,2012,Atlantic salmon_1048,0.53
42,2012,Blue mussel_1049,0.77
42,2012,European flat oyster_1050,0.87
42,2012,Rainbow trout_1051,0.53
