region_id,helcom_id,year,BQR,area_km2
1,SEA-001,2018,NA,4158.776106264801
2,SEA-001,2018,NA,10015.82099897436
3,SEA-002,2018,NA,1317.2993054441285
4,SEA-002,2018,NA,98.620894352
5,SEA-003,2018,NA,142.25260713
6,SEA-003,2018,NA,269.2999709351
7,SEA-004,2018,0.688,1031.6514535909998
8,SEA-004,2018,0.688,1367.2632265797001
9,SEA-005,2018,0.492,929.714819561
10,SEA-005,2018,0.492,2492.5230969796517
11,SEA-006,2018,NA,3440.602845831
12,SEA-006,2018,NA,4495.4863953225295
13,SEA-006,2018,NA,5020.9881503902
14,SEA-007,2018,0,15059.2100591
15,SEA-007,2018,0,6900.0492169444
16,SEA-007,2018,0,1806.1844151234
17,SEA-007,2018,0,16373.12285844251
18,SEA-008,2018,0,1993.4474280394688
19,SEA-008,2018,0,1473.11620008
20,SEA-009,2018,0.344,20078.24803297
21,SEA-009,2018,0.344,10872.516532755
22,SEA-009,2018,0.344,8025.706413699999
23,SEA-009,2018,0.344,5461.24531748882
24,SEA-009,2018,0.344,20250.707432511
25,SEA-009,2018,0.344,4595.638144998
26,SEA-010,2018,0.3287,19327.6192888012
27,SEA-011,2018,0.64,6294.247790642
28,SEA-011,2018,0.64,1510.0031173423995
29,SEA-012,2018,0.3386,13459.803425621
30,SEA-012,2018,0.3386,9809.85368294
31,SEA-012,2018,0.3386,10473.961129790001
32,SEA-013,2018,0.304,5098.0963983
33,SEA-013,2018,0.304,7430.919282609999
34,SEA-013,2018,0.304,4444.287768454
35,SEA-014,2018,0.7506,2732.12022608
36,SEA-014,2018,0.7506,-2989.603292895001
37,SEA-015,2018,0.7065,24519.171191880003
38,SEA-015,2018,0.7065,24433.737141352998
39,SEA-016,2018,0.7052,1270.4502069780003
40,SEA-016,2018,0.7052,1457.3803535710003
41,SEA-017,2018,0.8155,11597.836887349999
42,SEA-017,2018,0.8155,9161.718935100002
2,DEN-001,2018,NA,71.8675112759
2,DEN-002,2018,NA,51.6121863269
6,DEN-003,2018,NA,298.005630204
6,DEN-004,2018,NA,10.5632928309
3,DEN-005,2018,NA,7.84010562699
3,DEN-006,2018,NA,9.53122597407
3,DEN-007,2018,NA,6.52507306359
2,DEN-008,2018,NA,253.447566194
3,DEN-009,2018,NA,5.25386445981
3,DEN-010,2018,NA,103.494152297
3,DEN-011,2018,NA,819.04858699
3,DEN-012,2018,NA,57.2164449805
3,DEN-013,2018,NA,250.218601176
3,DEN-014,2018,NA,15.4568459692
3,DEN-015,2018,NA,17.1110778403
3,DEN-016,2018,NA,40.9025082736
3,DEN-017,2018,NA,82.0747671754
3,DEN-018,2018,NA,59.4052195686
12,DEN-019,2018,NA,363.721233753
3,DEN-020,2018,NA,101.005642519
12,DEN-021,2018,NA,555.213233905
12,DEN-022,2018,NA,21.8657674318
12,DEN-023,2018,NA,132.913813907
12,DEN-024,2018,NA,5.18703050867
15,DEN-025,2018,0,213.687686063
15,DEN-026,2018,0,18.9337578426
3,DEN-027,2018,NA,4.80879142194
3,DEN-028,2018,NA,2.59874347475
3,DEN-029,2018,NA,6.08485041311
3,DEN-030,2018,NA,6.68771913655
3,DEN-031,2018,NA,2.86014341812
3,DEN-032,2018,NA,1.17889840106
3,DEN-033,2018,NA,6.89162973261
3,DEN-034,2018,NA,0.22262983651
3,DEN-035,2018,NA,0.0831285706722
3,DEN-036,2018,NA,0.255814769087
3,DEN-037,2018,NA,10.0745148838
3,DEN-038,2018,NA,0.262072742955
3,DEN-039,2018,NA,0.838001093403
3,DEN-040,2018,NA,0.105261303287
3,DEN-041,2018,NA,0.200159749305
3,DEN-042,2018,NA,10.3140072988
3,DEN-043,2018,NA,0.263379966201
3,DEN-044,2018,NA,0.171463651532
3,DEN-045,2018,NA,0.504858930188
3,DEN-046,2018,NA,3.38228372453
3,DEN-047,2018,NA,5.40265118087
3,DEN-048,2018,NA,8.09531027363
3,DEN-049,2018,NA,67.0218933131
3,DEN-050,2018,NA,10.6801809358
3,DEN-051,2018,NA,207.778114075
3,DEN-052,2018,NA,46.232488557800004
3,DEN-053,2018,NA,15.4750530923
3,DEN-054,2018,NA,181.846799063
3,DEN-055,2018,NA,101.418200541
3,DEN-056,2018,NA,5.01899570041
3,DEN-057,2018,NA,32.886034424100004
3,DEN-058,2018,NA,35.1634266716
3,DEN-059,2018,NA,5.52443743663
3,DEN-060,2018,NA,15.1174665162
3,DEN-061,2018,NA,5.15214684301
3,DEN-062,2018,NA,0.370991263601
3,DEN-063,2018,NA,1.89618150002
3,DEN-064,2018,NA,8.04632540412
3,DEN-065,2018,NA,13.293375242
3,DEN-066,2018,NA,149.67642377
3,DEN-067,2018,NA,92.4400166215
3,DEN-068,2018,NA,16.4339733536
3,DEN-069,2018,NA,4.86319514556
3,DEN-070,2018,NA,10.232553905
3,DEN-071,2018,NA,32.7186075612
3,DEN-072,2018,NA,46.2426192214
2,DEN-073,2018,NA,1.94759118422
2,DEN-074,2018,NA,6.21357823682
2,DEN-075,2018,NA,18.1671700639
2,DEN-076,2018,NA,461.204481181
2,DEN-077,2018,NA,211.921996501
2,DEN-078,2018,NA,173.931729146
3,DEN-079,2018,NA,84.7066524523
3,DEN-080,2018,NA,15.8300025192
3,DEN-081,2018,NA,7.26283177407
3,DEN-082,2018,NA,34.9005377517
3,DEN-083,2018,NA,1.81660034319
3,DEN-084,2018,NA,275.947828136
2,DEN-085,2018,NA,616.702486133
2,DEN-086,2018,NA,1279.65731663
2,DEN-087,2018,NA,223.298658399
2,DEN-088,2018,NA,24.8183661877
2,DEN-089,2018,NA,17.6356657128
2,DEN-090,2018,NA,28.3753737659
2,DEN-091,2018,NA,62.3396479025
2,DEN-092,2018,NA,715.930224349
12,DEN-093,2018,NA,604.096981892
3,DEN-094,2018,NA,206.264486641
2,DEN-095,2018,NA,584.206087686
3,DEN-096,2018,NA,1131.44828932
3,DEN-097,2018,NA,50.5497823227
7,DEN-098,2018,NA,179.554751519
9,DEN-099,2018,NA,211.392494339
3,DEN-100,2018,NA,10.7169076295
3,DEN-101,2018,NA,2.00811252429
3,DEN-102,2018,NA,573.294626653
3,DEN-103,2018,NA,1116.45416689
3,DEN-104,2018,NA,279.143366063
3,DEN-105,2018,NA,1807.03619555
2,DEN-106,2018,NA,1052.58177606
3,DEN-107,2018,NA,321.232070061
2,DEN-108,2018,NA,443.80476309
34,EST-001,2018,0.5878,955.956922426
34,EST-002,2018,0.7365,596.214182577
34,EST-003,2018,0.7154,105.651838309
34,EST-004,2018,0.6761,464.242892798
34,EST-005,2018,0.6494,917.502488052
34,EST-006,2018,0.6006,638.064448704
28,EST-007,2018,0.6588,1367.38195934
28,EST-008,2018,0.5441,42.2347091675
28,EST-009,2018,0.5104,87.4122734757
31,EST-010,2018,0.6769,1211.80042711
25,EST-011,2018,0.6545,769.004880212
28,EST-012,2018,0.669,5545.58599794
28,EST-013,2018,0.5321,220.33775457
28,EST-014,2018,0.7081,625.282828523
28,EST-015,2018,0.633,64.5204786874
28,EST-016,2018,0.6348,894.127308054
36,FIN-001,2018,0.4484,1193.93996713
36,FIN-002,2018,0.5309,5548.25609509
32,FIN-003,2018,0.4403,1218.57166238
32,FIN-004,2018,0.4415,3059.81325037
36,FIN-005,2018,0.4683,1285.0030577
40,FIN-006,2018,0.596,653.745138359
40,FIN-007,2018,0.7165,2751.15433437
38,FIN-008,2018,0.535,979.225592677
38,FIN-009,2018,0.6771,2539.42047337
42,FIN-010,2018,0.5405,1290.8557899
42,FIN-011,2018,0.5775,4257.2934086
36,FIN-012,2018,0.44,241.83607753
36,FIN-013,2018,0.571,490.671189925
36,FIN-014,2018,0.5812,7041.92156582
10,GER-001,2018,0.4372,1.5351540484
10,GER-002,2018,0.5123,93.5154371853
10,GER-003,2018,0.4602,37.2295654375
10,GER-004,2018,0.4448,254.907869153
10,GER-005,2018,0.3964,12.7482139523
10,GER-006,2018,0.379,82.598896045
13,GER-007,2018,0.1813,78.708358475
13,GER-008,2018,0.3994,33.1894598891
13,GER-009,2018,0.3286,82.7967518659
13,GER-010,2018,0.4358,461.200933521
13,GER-011,2018,0.4835,168.440225191
13,GER-012,2018,0.3959,66.2915156915
13,GER-013,2018,0.448,491.257002533
13,GER-014,2018,0.2102,24.1021065093
13,GER-015,2018,0.4256,390.46642936
16,GER-016,2018,0.1137,87.1737606157
16,GER-017,2018,0.1574,82.5511608938
16,GER-018,2018,0.4263,228.792945656
16,GER-019,2018,0.3195,39.9070385581
16,GER-020,2018,0.2581,287.620771533
8,GER-021,2018,0.3257,20.4695000258
8,GER-022,2018,0.4836,43.6640268718
8,GER-023,2018,0.4546,64.1612771309
8,GER-024,2018,0.5343,33.7764432229
8,GER-025,2018,0.439,21.1530265754
8,GER-026,2018,0.403,22.3718901273
8,GER-027,2018,0.254,8.307644266
8,GER-028,2018,0.4877,49.919021523
8,GER-029,2018,0.3644,71.3877880407
8,GER-030,2018,0.5,14.0296756701
8,GER-031,2018,0.3061,16.5256203579
8,GER-032,2018,0.4265,14.1156578925
8,GER-033,2018,0.535,81.6586466931
8,GER-034,2018,0.4952,24.4628357601
8,GER-035,2018,0.4752,62.4610276707
10,GER-036,2018,0.4454,257.74895446
8,GER-037,2018,0.5046,12.498362887
8,GER-038,2018,0.5052,68.6682079951
10,GER-039,2018,0.5366,41.601345917
10,GER-040,2018,0.4016,39.2168522878
10,GER-041,2018,0.3917,45.5738064372
10,GER-042,2018,0.2529,0.851659861708
10,GER-043,2018,0.3828,16.3504504143
10,GER-044,2018,0.1034,4.21858461084
13,GER-111,2018,0.3518,126.301377974
24,LAT-001,2018,0.6578,239.31742951
24,LAT-002,2018,0.54,502.290496879
27,LAT-003,2018,0.505,387.080162904
27,LAT-004,2018,0.535,308.89846516
27,LAT-005,2018,0.6029,855.811192004
23,LIT-001,2018,NA,6.75023957498
23,LIT-002,2018,0.6588,83.0090139973
23,LIT-003,2018,0.2574,33.1431420639
23,LIT-004,2018,0.3852,211.595564392
23,LIT-005,2018,0.4852,175.085708317
23,LIT-006,2018,0.5247,112.896536996
17,POL-001,2018,0.2762,43.5550456425
17,POL-002,2018,0.2889,406.992457833
18,POL-003,2018,0.2976,302.195734724
18,POL-004,2018,0.4536,111.307190804
18,POL-005,2018,0.4603,286.351542891
18,POL-006,2018,0.5108,711.22342241
17,POL-007,2018,0.3032,2.38636356653
18,POL-008,2018,0.3723,64.3228775101
17,POL-009,2018,0.2879,8.92169266926
18,POL-010,2018,0.6168,70.2570557632
18,POL-011,2018,0.539,41.3967215102
18,POL-012,2018,0.2659,0.121937750631
17,POL-013,2018,0.2611,153.71806549
17,POL-014,2018,0.4026,38.8173931275
17,POL-015,2018,0.4716,46.0761568429
21,POL-016,2018,0.5643,141.190986545
18,POL-017,2018,0.5551,17.4607444774
17,POL-018,2018,0.336,58.8122515532
17,POL-019,2018,0.2554,98.6739116326
33,RUS-001,2018,NA,3848.18703719
22,RUS-002,2018,NA,1376.76200347
19,RUS-003,2018,0,620.39904182
1,SWE-001,2018,0.6198,336.381116694
1,SWE-003,2018,0.6752,884.502948973
1,SWE-004,2018,0.6514,1125.42567566
5,SWE-005,2018,0.647,452.470305949
11,SWE-006,2018,0.6616,788.499270319
26,SWE-007,2018,0.7018,851.357152408
26,SWE-008,2018,0.7141,3039.36287061
20,SWE-009,2018,0.6419,1826.05894883
26,SWE-010,2018,0.6553,486.689832475
29,SWE-011,2018,0.6843,2226.60754742
26,SWE-012,2018,0.6625,1226.72460201
26,SWE-013,2018,0.4805,89.9992375458
