"region_id","year","surf_temp_pressure"
1,2019,0.24
2,2019,0.24
35,2018,0.57
36,2018,0.57
11,2018,0.56
12,2018,0.56
13,2018,0.56
9,2018,0.45
10,2018,0.45
14,2018,0.34
15,2018,0.34
16,2018,0.34
17,2018,0.34
41,2018,0.54
42,2018,0.54
37,2018,0.44
38,2018,0.44
20,2018,0.2
21,2018,0.2
22,2018,0.2
23,2018,0.2
24,2018,0.2
25,2018,0.2
18,2018,0.59
19,2018,0.59
3,2018,0.44
4,2018,0.44
32,2018,0.3
33,2018,0.3
34,2018,0.3
27,2018,0.4
28,2018,0.4
1,2018,0.31
2,2018,0.31
7,2018,0.34
8,2018,0.34
29,2018,0.11
30,2018,0.11
31,2018,0.11
39,2018,0.53
40,2018,0.53
5,2018,0.18
6,2018,0.18
26,2018,0.14
35,2017,0.51
36,2017,0.51
11,2017,0.52
12,2017,0.52
13,2017,0.52
9,2017,0.42
10,2017,0.42
14,2017,0.27
15,2017,0.27
16,2017,0.27
17,2017,0.27
41,2017,0.47
42,2017,0.47
37,2017,0.36
38,2017,0.36
20,2017,0.18
21,2017,0.18
22,2017,0.18
23,2017,0.18
24,2017,0.18
25,2017,0.18
18,2017,0.57
19,2017,0.57
3,2017,0.41
4,2017,0.41
32,2017,0.26
33,2017,0.26
34,2017,0.26
27,2017,0.39
28,2017,0.39
1,2017,0.3
2,2017,0.3
7,2017,0.31
8,2017,0.31
29,2017,0.1
30,2017,0.1
31,2017,0.1
39,2017,0.47
40,2017,0.47
5,2017,0.24
6,2017,0.24
26,2017,0.14
35,2016,0.47
36,2016,0.47
11,2016,0.51
12,2016,0.51
13,2016,0.51
9,2016,0.41
10,2016,0.41
14,2016,0.26
15,2016,0.26
16,2016,0.26
17,2016,0.26
41,2016,0.42
42,2016,0.42
37,2016,0.29
38,2016,0.29
20,2016,0.17
21,2016,0.17
22,2016,0.17
23,2016,0.17
24,2016,0.17
25,2016,0.17
18,2016,0.59
19,2016,0.59
3,2016,0.4
4,2016,0.4
32,2016,0.26
33,2016,0.26
34,2016,0.26
27,2016,0.37
28,2016,0.37
1,2016,0.27
2,2016,0.27
7,2016,0.31
8,2016,0.31
29,2016,0.11
30,2016,0.11
31,2016,0.11
39,2016,0.42
40,2016,0.42
5,2016,0.23
6,2016,0.23
26,2016,0.14
35,2015,0.48
36,2015,0.48
11,2015,0.49
12,2015,0.49
13,2015,0.49
9,2015,0.41
10,2015,0.41
14,2015,0.23
15,2015,0.23
16,2015,0.23
17,2015,0.23
41,2015,0.38
42,2015,0.38
37,2015,0.28
38,2015,0.28
20,2015,0.16
21,2015,0.16
22,2015,0.16
23,2015,0.16
24,2015,0.16
25,2015,0.16
18,2015,0.59
19,2015,0.59
3,2015,0.4
4,2015,0.4
32,2015,0.26
33,2015,0.26
34,2015,0.26
27,2015,0.36
28,2015,0.36
1,2015,0.27
2,2015,0.27
7,2015,0.31
8,2015,0.31
29,2015,0.12
30,2015,0.12
31,2015,0.12
39,2015,0.41
40,2015,0.41
5,2015,0.2
6,2015,0.2
26,2015,0.13
35,2014,0.5
36,2014,0.5
11,2014,0.46
12,2014,0.46
13,2014,0.46
9,2014,0.42
10,2014,0.42
14,2014,0.2
15,2014,0.2
16,2014,0.2
17,2014,0.2
41,2014,0.41
42,2014,0.41
37,2014,0.32
38,2014,0.32
20,2014,0.17
21,2014,0.17
22,2014,0.17
23,2014,0.17
24,2014,0.17
25,2014,0.17
18,2014,0.58
19,2014,0.58
3,2014,0.37
4,2014,0.37
32,2014,0.27
33,2014,0.27
34,2014,0.27
27,2014,0.31
28,2014,0.31
1,2014,0.3
2,2014,0.3
7,2014,0.31
8,2014,0.31
29,2014,0.11
30,2014,0.11
31,2014,0.11
39,2014,0.43
40,2014,0.43
5,2014,0.28
6,2014,0.28
26,2014,0.16
35,2013,0.51
36,2013,0.51
11,2013,0.44
12,2013,0.44
13,2013,0.44
9,2013,0.43
10,2013,0.43
14,2013,0.2
15,2013,0.2
16,2013,0.2
17,2013,0.2
41,2013,0.44
42,2013,0.44
37,2013,0.32
38,2013,0.32
20,2013,0.19
21,2013,0.19
22,2013,0.19
23,2013,0.19
24,2013,0.19
25,2013,0.19
18,2013,0.6
19,2013,0.6
3,2013,0.36
4,2013,0.36
32,2013,0.3
33,2013,0.3
34,2013,0.3
27,2013,0.34
28,2013,0.34
1,2013,0.32
2,2013,0.32
7,2013,0.3
8,2013,0.3
29,2013,0.12
30,2013,0.12
31,2013,0.12
39,2013,0.43
40,2013,0.43
5,2013,0.3
6,2013,0.3
26,2013,0.17
35,2012,0.53
36,2012,0.53
11,2012,0.47
12,2012,0.47
13,2012,0.47
9,2012,0.41
10,2012,0.41
14,2012,0.25
15,2012,0.25
16,2012,0.25
17,2012,0.25
41,2012,0.44
42,2012,0.44
37,2012,0.33
38,2012,0.33
20,2012,0.2
21,2012,0.2
22,2012,0.2
23,2012,0.2
24,2012,0.2
25,2012,0.2
18,2012,0.62
19,2012,0.62
3,2012,0.37
4,2012,0.37
32,2012,0.31
33,2012,0.31
34,2012,0.31
27,2012,0.38
28,2012,0.38
1,2012,0.3
2,2012,0.3
7,2012,0.3
8,2012,0.3
29,2012,0.13
30,2012,0.13
31,2012,0.13
39,2012,0.46
40,2012,0.46
5,2012,0.29
6,2012,0.29
26,2012,0.2
35,2011,0.54
36,2011,0.54
11,2011,0.47
12,2011,0.47
13,2011,0.47
9,2011,0.44
10,2011,0.44
14,2011,0.23
15,2011,0.23
16,2011,0.23
17,2011,0.23
41,2011,0.48
42,2011,0.48
37,2011,0.35
38,2011,0.35
20,2011,0.18
21,2011,0.18
22,2011,0.18
23,2011,0.18
24,2011,0.18
25,2011,0.18
18,2011,0.59
19,2011,0.59
3,2011,0.36
4,2011,0.36
32,2011,0.32
33,2011,0.32
34,2011,0.32
27,2011,0.4
28,2011,0.4
1,2011,0.33
2,2011,0.33
7,2011,0.32
8,2011,0.32
29,2011,0.1
30,2011,0.1
31,2011,0.1
39,2011,0.5
40,2011,0.5
5,2011,0.34
6,2011,0.34
26,2011,0.2
35,2010,0.51
36,2010,0.51
11,2010,0.47
12,2010,0.47
13,2010,0.47
9,2010,0.47
10,2010,0.47
14,2010,0.2
15,2010,0.2
16,2010,0.2
17,2010,0.2
41,2010,0.55
42,2010,0.55
37,2010,0.34
38,2010,0.34
20,2010,0.17
21,2010,0.17
22,2010,0.17
23,2010,0.17
24,2010,0.17
25,2010,0.17
18,2010,0.5
19,2010,0.5
3,2010,0.38
4,2010,0.38
32,2010,0.29
33,2010,0.29
34,2010,0.29
27,2010,0.42
28,2010,0.42
1,2010,0.34
2,2010,0.34
7,2010,0.35
8,2010,0.35
29,2010,0.1
30,2010,0.1
31,2010,0.1
39,2010,0.52
40,2010,0.52
5,2010,0.42
6,2010,0.42
26,2010,0.21
35,2009,0.51
36,2009,0.51
11,2009,0.49
12,2009,0.49
13,2009,0.49
9,2009,0.45
10,2009,0.45
14,2009,0.23
15,2009,0.23
16,2009,0.23
17,2009,0.23
41,2009,0.57
42,2009,0.57
37,2009,0.28
38,2009,0.28
20,2009,0.13
21,2009,0.13
22,2009,0.13
23,2009,0.13
24,2009,0.13
25,2009,0.13
18,2009,0.42
19,2009,0.42
3,2009,0.39
