region_id,helcom_id,lat,lon,month,year,chla_conc
41,SWE-022,65.556,22.32065,09,2019,1.8
41,SWE-022,65.54183,22.36117,09,2019,2.5
41,SWE-022,65.556,22.32065,08,2019,2.1
41,SWE-022,65.54183,22.36117,08,2019,2.1
41,SWE-022,65.556,22.32065,06,2019,2.8
41,SWE-022,65.54183,22.36117,06,2019,2.4
41,SWE-022,65.8027,23.4262,09,2018,4
41,SWE-022,65.8044,23.4496,09,2018,3.3
41,SWE-022,65.834,22.4307,09,2018,3.4
41,SWE-022,65.7613,23.0407,09,2018,3.9
41,SWE-022,65.80767,22.37467,09,2018,3.57
41,SWE-022,65.3035,21.6553,09,2018,6.9
41,SWE-022,65.3141,21.6544,09,2018,5.9
41,SWE-022,65.7975,23.255,09,2018,1.5
41,SWE-022,65.785,23.30167,09,2018,1.6
41,SWE-022,65.56,22.32333,09,2018,1.8
41,SWE-022,65.53808,22.36473,09,2018,2
41,SWE-022,65.3241,21.5055,09,2018,6
41,SWE-022,65.3371,21.5379,09,2018,6.9
41,SWE-022,65.834,22.4307,09,2018,7.4
29,SWE-011,58.72163,17.12768,08,2018,5.19
29,SWE-011,58.75527,17.10095,08,2018,18.19
29,SWE-011,58.7337,17.10862,08,2018,16.86
29,SWE-011,58.7385,17.07158,08,2018,37.09
29,SWE-011,58.74032,17.03052,08,2018,16.46
41,SWE-022,65.8027,23.4262,08,2018,2.9
41,SWE-022,65.8044,23.4496,08,2018,2.3
41,SWE-022,65.834,22.4307,08,2018,5.4
41,SWE-022,65.7613,23.0407,08,2018,4.5
26,SWE-008,56.8869,16.6466,08,2018,3.3
26,SWE-007,56.64783,16.30547,08,2018,7.9
26,SWE-007,57.02332,16.48758,08,2018,18
26,SWE-007,56.95812,16.46048,08,2018,9.2
26,SWE-007,57.06393,16.61373,08,2018,3.9
41,SWE-022,65.83667,22.431,08,2018,5.44
41,SWE-022,65.80783,22.375,08,2018,2.92
29,SWE-011,59.00803,18.14312,08,2018,13.71
29,SWE-011,59.0245,17.6225,08,2018,7.05
29,SWE-011,59.06393,17.63768,08,2018,4.59
29,SWE-011,58.86988,17.56478,08,2018,18.94
41,SWE-022,65.56,22.32333,08,2018,1.8
41,SWE-022,65.53808,22.36473,08,2018,1.9
26,SWE-007,57.37233,16.56928,08,2018,9.3
26,SWE-007,57.41835,16.692,08,2018,3.2
29,SWE-011,58.6946,17.15685,08,2018,4.98
29,SWE-011,58.69248,17.15988,08,2018,5.58
29,SWE-011,58.69502,17.1545,08,2018,5.61
29,SWE-011,58.69288,17.15438,08,2018,3.93
29,SWE-011,58.69165,17.15378,08,2018,4.25
29,SWE-011,58.69173,17.15698,08,2018,3.74
29,SWE-011,58.69327,17.15722,08,2018,5.38
26,SWE-007,57.26368,16.47535,08,2018,1.8
29,SWE-011,58.95157,17.77783,08,2018,13.89
29,SWE-011,58.72163,17.12768,08,2018,11.09
29,SWE-011,58.7337,17.10862,08,2018,12.36
29,SWE-011,58.7385,17.07158,08,2018,38.75
29,SWE-011,58.74032,17.03052,08,2018,21.22
29,SWE-011,58.7154,17.28443,08,2018,5.1
29,SWE-011,58.6628,17.10745,08,2018,8.41
