"region_id","year","score"
1,2019,-0.0205408705289403
2,2019,-0.0152862529219969
3,2019,-0.0152862529219969
4,2019,-0.0133930070329543
5,2019,-0.0205408705289403
6,2019,-0.0152862529219969
7,2019,-0.0152862529219969
8,2019,-0.0133930070329543
9,2019,-0.0152862529219969
10,2019,-0.0133930070329543
11,2019,-0.0205408705289403
12,2019,-0.0152862529219969
13,2019,-0.0133930070329543
14,2019,-0.0205408705289403
15,2019,-0.0152862529219969
16,2019,-0.0133930070329543
17,2019,-0.0184444199082535
18,2019,-0.0184444199082535
19,2019,-0.00483220912335886
20,2019,-0.0205408705289403
21,2019,-0.0184444199082535
22,2019,-0.00483220912335886
23,2019,-0.0198796431229961
24,2019,-0.020451740724647
25,2019,-0.0176790344239158
26,2019,-0.0205408705289403
27,2019,-0.020451740724647
28,2019,-0.0176790344239158
29,2019,-0.0205408705289403
30,2019,-0.0196893098849471
31,2019,-0.0176790344239158
32,2019,-0.0196893098849471
33,2019,-0.00483220912335886
34,2019,-0.0176790344239158
35,2019,-0.0205408705289403
36,2019,-0.0196893098849471
37,2019,-0.0205408705289403
38,2019,-0.0196893098849471
39,2019,-0.0205408705289403
40,2019,-0.0196893098849471
41,2019,-0.0205408705289403
42,2019,-0.0196893098849471
