region_id,helcom_id,year,BQR,area_km2,feeder_group,spatial_group
1,SEA-001,2018,NA,4158.78191212,"wading_feeders, wintering_birds",Kattegat
1,SEA-001,2018,NA,4158.78191212,"surface_feeders, wintering_birds",Kattegat
1,SEA-001,2018,NA,4158.78191212,"pelagic_feeders, wintering_birds",Kattegat
1,SEA-001,2018,0.25,4158.78191212,"benthic_feeders, wintering_birds",Kattegat
1,SEA-001,2018,NA,4158.78191212,"grazing_feeders, wintering_birds",Kattegat
2,SEA-001,2018,NA,9983.41122649,"wading_feeders, wintering_birds",Kattegat
2,SEA-001,2018,NA,9983.41122649,"surface_feeders, wintering_birds",Kattegat
2,SEA-001,2018,NA,9983.41122649,"pelagic_feeders, wintering_birds",Kattegat
2,SEA-001,2018,0.25,9983.41122649,"benthic_feeders, wintering_birds",Kattegat
2,SEA-001,2018,NA,9983.41122649,"grazing_feeders, wintering_birds",Kattegat
3,SEA-002,2018,NA,1385.0745693499994,"wading_feeders, wintering_birds",Belt Group
3,SEA-002,2018,NA,1385.0745693499994,"surface_feeders, wintering_birds",Belt Group
3,SEA-002,2018,NA,1385.0745693499994,"pelagic_feeders, wintering_birds",Belt Group
3,SEA-002,2018,0.25,1385.0745693499994,"benthic_feeders, wintering_birds",Belt Group
3,SEA-002,2018,NA,1385.0745693499994,"grazing_feeders, wintering_birds",Belt Group
4,SEA-002,2018,NA,98.620894352,"wading_feeders, wintering_birds",Belt Group
4,SEA-002,2018,NA,98.620894352,"surface_feeders, wintering_birds",Belt Group
4,SEA-002,2018,NA,98.620894352,"pelagic_feeders, wintering_birds",Belt Group
4,SEA-002,2018,0.25,98.620894352,"benthic_feeders, wintering_birds",Belt Group
4,SEA-002,2018,NA,98.620894352,"grazing_feeders, wintering_birds",Belt Group
5,SEA-003,2018,NA,142.28900467200003,"wading_feeders, wintering_birds",Belt Group
5,SEA-003,2018,NA,142.28900467200003,"surface_feeders, wintering_birds",Belt Group
5,SEA-003,2018,NA,142.28900467200003,"pelagic_feeders, wintering_birds",Belt Group
5,SEA-003,2018,0.25,142.28900467200003,"benthic_feeders, wintering_birds",Belt Group
5,SEA-003,2018,NA,142.28900467200003,"grazing_feeders, wintering_birds",Belt Group
6,SEA-003,2018,NA,290.86634618100004,"wading_feeders, wintering_birds",Belt Group
6,SEA-003,2018,NA,290.86634618100004,"surface_feeders, wintering_birds",Belt Group
6,SEA-003,2018,NA,290.86634618100004,"pelagic_feeders, wintering_birds",Belt Group
6,SEA-003,2018,0.25,290.86634618100004,"benthic_feeders, wintering_birds",Belt Group
6,SEA-003,2018,NA,290.86634618100004,"grazing_feeders, wintering_birds",Belt Group
7,SEA-004,2018,NA,1119.9762443759998,"wading_feeders, wintering_birds",Bornholm Group
7,SEA-004,2018,NA,1119.9762443759998,"surface_feeders, wintering_birds",Bornholm Group
7,SEA-004,2018,NA,1119.9762443759998,"pelagic_feeders, wintering_birds",Bornholm Group
7,SEA-004,2018,0.75,1119.9762443759998,"benthic_feeders, wintering_birds",Bornholm Group
7,SEA-004,2018,NA,1119.9762443759998,"grazing_feeders, wintering_birds",Bornholm Group
8,SEA-004,2018,NA,1319.5878126870002,"wading_feeders, wintering_birds",Bornholm Group
8,SEA-004,2018,NA,1319.5878126870002,"surface_feeders, wintering_birds",Bornholm Group
8,SEA-004,2018,NA,1319.5878126870002,"pelagic_feeders, wintering_birds",Bornholm Group
8,SEA-004,2018,0.75,1319.5878126870002,"benthic_feeders, wintering_birds",Bornholm Group
8,SEA-004,2018,NA,1319.5878126870002,"grazing_feeders, wintering_birds",Bornholm Group
9,SEA-005,2018,NA,838.491977574,"wading_feeders, wintering_birds",Bornholm Group
9,SEA-005,2018,NA,838.491977574,"surface_feeders, wintering_birds",Bornholm Group
9,SEA-005,2018,NA,838.491977574,"pelagic_feeders, wintering_birds",Bornholm Group
9,SEA-005,2018,0.75,838.491977574,"benthic_feeders, wintering_birds",Bornholm Group
9,SEA-005,2018,NA,838.491977574,"grazing_feeders, wintering_birds",Bornholm Group
10,SEA-005,2018,NA,2540.1992409709997,"wading_feeders, wintering_birds",Bornholm Group
10,SEA-005,2018,NA,2540.1992409709997,"surface_feeders, wintering_birds",Bornholm Group
10,SEA-005,2018,NA,2540.1992409709997,"pelagic_feeders, wintering_birds",Bornholm Group
10,SEA-005,2018,0.75,2540.1992409709997,"benthic_feeders, wintering_birds",Bornholm Group
10,SEA-005,2018,NA,2540.1992409709997,"grazing_feeders, wintering_birds",Bornholm Group
11,SEA-006,2018,NA,3814.1523893450003,"wading_feeders, wintering_birds",Bornholm Group
11,SEA-006,2018,NA,3814.1523893450003,"surface_feeders, wintering_birds",Bornholm Group
11,SEA-006,2018,NA,3814.1523893450003,"pelagic_feeders, wintering_birds",Bornholm Group
11,SEA-006,2018,0.75,3814.1523893450003,"benthic_feeders, wintering_birds",Bornholm Group
