region_id,helcom_id,year,oxygendebt
11,SEA-006,2000,3.44534762760382
12,SEA-006,2000,3.44534762760382
13,SEA-006,2000,3.44534762760382
11,SEA-006,2001,3.42594926437042
12,SEA-006,2001,3.42594926437042
13,SEA-006,2001,3.42594926437042
11,SEA-006,2002,3.33922880328243
12,SEA-006,2002,3.33922880328243
13,SEA-006,2002,3.33922880328243
11,SEA-006,2003,3.05328645729382
12,SEA-006,2003,3.05328645729382
13,SEA-006,2003,3.05328645729382
11,SEA-006,2004,3.2960812900096
12,SEA-006,2004,3.2960812900096
13,SEA-006,2004,3.2960812900096
11,SEA-006,2005,2.87091954329894
12,SEA-006,2005,2.87091954329894
13,SEA-006,2005,2.87091954329894
11,SEA-006,2006,2.82170448085469
12,SEA-006,2006,2.82170448085469
13,SEA-006,2006,2.82170448085469
11,SEA-006,2007,3.20461405419411
12,SEA-006,2007,3.20461405419411
13,SEA-006,2007,3.20461405419411
11,SEA-006,2008,3.53267845534079
12,SEA-006,2008,3.53267845534079
13,SEA-006,2008,3.53267845534079
11,SEA-006,2009,3.47871149750965
12,SEA-006,2009,3.47871149750965
13,SEA-006,2009,3.47871149750965
11,SEA-006,2010,3.58145883748803
12,SEA-006,2010,3.58145883748803
13,SEA-006,2010,3.58145883748803
11,SEA-006,2011,3.95516650678101
12,SEA-006,2011,3.95516650678101
13,SEA-006,2011,3.95516650678101
11,SEA-006,2012,4.07839613789581
12,SEA-006,2012,4.07839613789581
13,SEA-006,2012,4.07839613789581
11,SEA-006,2013,3.83829519161987
12,SEA-006,2013,3.83829519161987
13,SEA-006,2013,3.83829519161987
11,SEA-006,2014,3.7761115099714
12,SEA-006,2014,3.7761115099714
13,SEA-006,2014,3.7761115099714
11,SEA-006,2015,3.82335845014395
12,SEA-006,2015,3.82335845014395
13,SEA-006,2015,3.82335845014395
11,SEA-006,2016,3.57195213962485
12,SEA-006,2016,3.57195213962485
13,SEA-006,2016,3.57195213962485
11,SEA-006,2017,3.25761240345856
12,SEA-006,2017,3.25761240345856
13,SEA-006,2017,3.25761240345856
