region_id,year,pressure_score
10,2013,0
10,2014,0
10,2015,0
10,2016,0
10,2017,0
11,1997,0.8
11,1998,0.87
11,1999,0.93
11,2000,0.84
11,2001,0.75
11,2002,0.69
11,2003,0.58
11,2004,0.51
11,2005,0.39
11,2006,0.44
11,2007,0.43
11,2008,0.42
11,2009,0.42
11,2010,0.53
11,2011,0.61
11,2012,0.54
11,2013,0.44
11,2014,0.4
11,2015,0.35
11,2016,0.23
11,2017,0.21
12,1997,0.8
12,1998,0.87
12,1999,0.93
12,2000,0.84
12,2001,0.75
12,2002,0.69
12,2003,0.58
12,2004,0.51
12,2005,0.39
12,2006,0.44
12,2007,0.43
12,2008,0.42
12,2009,0.42
12,2010,0.53
12,2011,0.61
12,2012,0.54
12,2013,0.44
12,2014,0.4
12,2015,0.35
12,2016,0.23
12,2017,0.21
13,1997,0.8
13,1998,0.87
13,1999,0.93
13,2000,0.84
13,2001,0.75
13,2002,0.69
13,2003,0.58
13,2004,0.51
13,2005,0.39
13,2006,0.44
13,2007,0.43
13,2008,0.42
13,2009,0.42
13,2010,0.53
13,2011,0.61
13,2012,0.54
13,2013,0.44
13,2014,0.4
13,2015,0.35
13,2016,0.23
13,2017,0.21
14,1997,0.8
14,1998,0.87
14,1999,0.93
14,2000,0.84
14,2001,0.75
14,2002,0.69
14,2003,0.58
14,2004,0.51
14,2005,0.39
14,2006,0.44
14,2007,0.43
14,2008,0.42
14,2009,0.42
14,2010,0.53
14,2011,0.61
14,2012,0.54
14,2013,0.44
14,2014,0.4
14,2015,0.35
14,2016,0.23
14,2017,0.21
15,1997,0.8
15,1998,0.87
15,1999,0.93
15,2000,0.84
15,2001,0.75
15,2002,0.69
15,2003,0.58
15,2004,0.51
15,2005,0.39
15,2006,0.44
15,2007,0.43
15,2008,0.42
15,2009,0.42
15,2010,0.53
15,2011,0.61
15,2012,0.54
15,2013,0.44
15,2014,0.4
15,2015,0.35
15,2016,0.23
15,2017,0.21
16,1997,0.8
16,1998,0.87
16,1999,0.93
16,2000,0.84
16,2001,0.75
16,2002,0.69
16,2003,0.58
16,2004,0.51
16,2005,0.39
16,2006,0.44
16,2007,0.43
16,2008,0.42
16,2009,0.42
16,2010,0.53
16,2011,0.61
16,2012,0.54
16,2013,0.44
16,2014,0.4
16,2015,0.35
16,2016,0.23
16,2017,0.21
17,1997,0.8
17,1998,0.87
17,1999,0.93
17,2000,0.84
17,2001,0.75
17,2002,0.69
17,2003,0.58
17,2004,0.51
17,2005,0.39
17,2006,0.44
17,2007,0.43
17,2008,0.42
17,2009,0.42
17,2010,0.53
17,2011,0.61
17,2012,0.54
17,2013,0.44
17,2014,0.4
17,2015,0.35
17,2016,0.23
17,2017,0.21
18,1997,0.8
18,1998,0.87
18,1999,0.93
18,2000,0.84
18,2001,0.75
18,2002,0.69
18,2003,0.58
18,2004,0.51
18,2005,0.39
18,2006,0.44
18,2007,0.43
18,2008,0.42
18,2009,0.42
18,2010,0.53
18,2011,0.61
18,2012,0.54
18,2013,0.44
18,2014,0.4
18,2015,0.35
18,2016,0.23
18,2017,0.21
19,1997,0.8
19,1998,0.87
19,1999,0.93
19,2000,0.84
19,2001,0.75
19,2002,0.69
19,2003,0.58
19,2004,0.51
19,2005,0.39
19,2006,0.44
19,2007,0.43
19,2008,0.42
19,2009,0.42
19,2010,0.53
19,2011,0.61
19,2012,0.54
19,2013,0.44
19,2014,0.4
19,2015,0.35
19,2016,0.23
19,2017,0.21
20,1997,0.8
20,1998,0.87
20,1999,0.93
20,2000,0.84
20,2001,0.75
20,2002,0.69
20,2003,0.58
20,2004,0.51
20,2005,0.39
20,2006,0.44
20,2007,0.43
20,2008,0.42
20,2009,0.42
20,2010,0.53
20,2011,0.61
20,2012,0.54
20,2013,0.44
20,2014,0.4
20,2015,0.35
20,2016,0.23
20,2017,0.21
21,1997,0.8
21,1998,0.87
21,1999,0.93
21,2000,0.84
21,2001,0.75
21,2002,0.69
21,2003,0.58
21,2004,0.51
21,2005,0.39
21,2006,0.44
21,2007,0.43
21,2008,0.42
21,2009,0.42
21,2010,0.53
21,2011,0.61
21,2012,0.54
21,2013,0.44
21,2014,0.4
21,2015,0.35
21,2016,0.23
21,2017,0.21
22,1997,0.8
22,1998,0.87
22,1999,0.93
22,2000,0.84
22,2001,0.75
22,2002,0.69
22,2003,0.58
22,2004,0.51
22,2005,0.39
22,2006,0.44
22,2007,0.43
22,2008,0.42
22,2009,0.42
22,2010,0.53
22,2011,0.61
22,2012,0.54
22,2013,0.44
22,2014,0.4
22,2015,0.35
22,2016,0.23
22,2017,0.21
23,1997,0.8
23,1998,0.87
23,1999,0.93
23,2000,0.84
23,2001,0.75
23,2002,0.69
23,2003,0.58
23,2004,0.51
23,2005,0.39
23,2006,0.44
23,2007,0.43
23,2008,0.42
23,2009,0.42
23,2010,0.53
23,2011,0.61
23,2012,0.54
23,2013,0.44
23,2014,0.4
23,2015,0.35
23,2016,0.23
23,2017,0.21
24,1997,0.8
24,1998,0.87
24,1999,0.93
24,2000,0.84
24,2001,0.75
24,2002,0.69
24,2003,0.58
24,2004,0.51
24,2005,0.39
24,2006,0.44
24,2007,0.43
24,2008,0.42
24,2009,0.42
24,2010,0.53
24,2011,0.61
24,2012,0.54
24,2013,0.44
24,2014,0.4
24,2015,0.35
24,2016,0.23
24,2017,0.21
25,1997,0.8
25,1998,0.87
25,1999,0.93
25,2000,0.84
25,2001,0.75
25,2002,0.69
25,2003,0.58
25,2004,0.51
25,2005,0.39
25,2006,0.44
25,2007,0.43
25,2008,0.42
25,2009,0.42
25,2010,0.53
25,2011,0.61
25,2012,0.54
25,2013,0.44
25,2014,0.4
25,2015,0.35
25,2016,0.23
25,2017,0.21
26,1997,0.8
26,1998,0.87
26,1999,0.93
26,2000,0.84
26,2001,0.75
26,2002,0.69
26,2003,0.58
26,2004,0.51
26,2005,0.39
26,2006,0.44
26,2007,0.43
26,2008,0.42
26,2009,0.42
26,2010,0.53
26,2011,0.61
26,2012,0.54
26,2013,0.44
26,2014,0.4
26,2015,0.35
26,2016,0.23
26,2017,0.21
27,1997,0
27,1998,0
27,1999,0.38
27,2000,0.53
27,2001,0.31
27,2002,0.04
27,2003,0
27,2004,0.07
27,2005,0.38
27,2006,0.36
27,2007,0.34
27,2008,0.34
27,2009,0.52
27,2010,0.56
27,2011,0.26
27,2012,0.39
27,2013,0.26
27,2014,0.15
27,2015,0
27,2016,0
27,2017,0.16
28,1997,0
28,1998,0
28,1999,0.38
28,2000,0.53
28,2001,0.31
28,2002,0.04
28,2003,0
28,2004,0.07
28,2005,0.38
28,2006,0.36
28,2007,0.34
28,2008,0.34
28,2009,0.52
28,2010,0.56
28,2011,0.26
28,2012,0.39
28,2013,0.26
28,2014,0.15
28,2015,0
28,2016,0
28,2017,0.16
29,1997,0.8
29,1998,0.87
29,1999,0.93
29,2000,0.84
29,2001,0.75
29,2002,0.69
29,2003,0.58
29,2004,0.51
29,2005,0.39
29,2006,0.44
29,2007,0.43
29,2008,0.42
29,2009,0.42
29,2010,0.53
29,2011,0.61
29,2012,0.54
29,2013,0.44
29,2014,0.4
29,2015,0.35
29,2016,0.23
29,2017,0.21
30,1997,0.8
30,1998,0.87
30,1999,0.93
30,2000,0.84
30,2001,0.75
30,2002,0.69
30,2003,0.58
30,2004,0.51
30,2005,0.39
30,2006,0.44
30,2007,0.43
30,2008,0.42
30,2009,0.42
30,2010,0.53
30,2011,0.61
30,2012,0.54
30,2013,0.44
30,2014,0.4
30,2015,0.35
30,2016,0.23
30,2017,0.21
31,1997,0.8
31,1998,0.87
31,1999,0.93
31,2000,0.84
31,2001,0.75
31,2002,0.69
31,2003,0.58
31,2004,0.51
31,2005,0.39
31,2006,0.44
31,2007,0.43
31,2008,0.42
31,2009,0.42
31,2010,0.53
31,2011,0.61
31,2012,0.54
31,2013,0.44
31,2014,0.4
31,2015,0.35
31,2016,0.23
31,2017,0.21
32,1997,0.77
32,1998,0.65
32,1999,0.67
32,2000,0.77
32,2001,0.74
32,2002,0.83
32,2003,0.76
32,2004,0.94
32,2005,1
32,2006,1
32,2007,0.71
32,2008,0.45
32,2009,0.71
32,2010,0.77
32,2011,0.77
32,2012,0.38
32,2013,0.25
32,2014,0.08
32,2015,0
32,2016,0.01
32,2017,0.06
33,1997,0.77
33,1998,0.65
33,1999,0.67
33,2000,0.77
33,2001,0.74
33,2002,0.83
33,2003,0.76
33,2004,0.94
33,2005,1
33,2006,1
33,2007,0.71
33,2008,0.45
33,2009,0.71
33,2010,0.77
33,2011,0.77
33,2012,0.38
33,2013,0.25
33,2014,0.08
33,2015,0
33,2016,0.01
33,2017,0.06
34,1997,0.77
34,1998,0.65
34,1999,0.67
34,2000,0.77
34,2001,0.74
34,2002,0.83
34,2003,0.76
34,2004,0.94
34,2005,1
34,2006,1
34,2007,0.71
34,2008,0.45
34,2009,0.71
34,2010,0.77
34,2011,0.77
34,2012,0.38
34,2013,0.25
34,2014,0.08
34,2015,0
34,2016,0.01
34,2017,0.06
35,1997,0
35,1998,0
35,1999,0.01
35,2000,0.45
35,2001,0.38
35,2002,0
35,2003,0
35,2004,0
35,2005,0
35,2006,0
35,2007,0
35,2008,0
35,2009,0
35,2010,0
35,2011,0
35,2012,0
35,2013,0
35,2014,0
35,2015,0
35,2016,0
35,2017,0
36,1997,0
36,1998,0
36,1999,0.01
36,2000,0.45
36,2001,0.38
36,2002,0
36,2003,0
36,2004,0
36,2005,0
36,2006,0
36,2007,0
36,2008,0
36,2009,0
36,2010,0
36,2011,0
36,2012,0
36,2013,0
36,2014,0
36,2015,0
36,2016,0
36,2017,0
37,1997,0
37,1998,0
37,1999,0.01
37,2000,0.45
37,2001,0.38
37,2002,0
37,2003,0
37,2004,0
37,2005,0
37,2006,0
37,2007,0
37,2008,0
37,2009,0
37,2010,0
37,2011,0
37,2012,0
37,2013,0
37,2014,0
37,2015,0
37,2016,0
37,2017,0
38,1997,0
38,1998,0
38,1999,0.01
38,2000,0.45
38,2001,0.38
38,2002,0
38,2003,0
38,2004,0
38,2005,0
38,2006,0
38,2007,0
38,2008,0
38,2009,0
38,2010,0
38,2011,0
38,2012,0
38,2013,0
38,2014,0
38,2015,0
38,2016,0
38,2017,0
39,1997,0
39,1998,0
39,1999,0.27
39,2000,0.55
39,2001,0.15
39,2002,0
39,2003,0
39,2004,0
39,2005,0
39,2006,0
39,2007,0
39,2008,0
39,2009,0
39,2010,0
39,2011,0
39,2012,0.19
39,2013,0.08
39,2014,0
39,2015,0
39,2016,0.01
39,2017,0.16
40,1997,0
40,1998,0
40,1999,0.27
40,2000,0.55
40,2001,0.15
40,2002,0
40,2003,0
40,2004,0
40,2005,0
40,2006,0
40,2007,0
40,2008,0
40,2009,0
40,2010,0
40,2011,0
40,2012,0.19
40,2013,0.08
40,2014,0
40,2015,0
40,2016,0.01
40,2017,0.16
41,1997,0
41,1998,0
41,1999,0.27
41,2000,0.55
41,2001,0.15
41,2002,0
41,2003,0
41,2004,0
41,2005,0
41,2006,0
41,2007,0
41,2008,0
41,2009,0
41,2010,0
41,2011,0
41,2012,0.19
41,2013,0.08
41,2014,0
41,2015,0
41,2016,0.01
41,2017,0.16
42,1997,0
42,1998,0
42,1999,0.27
42,2000,0.55
42,2001,0.15
42,2002,0
42,2003,0
42,2004,0
42,2005,0
42,2006,0
42,2007,0
42,2008,0
42,2009,0
42,2010,0
42,2011,0
42,2012,0.19
42,2013,0.08
42,2014,0
42,2015,0
42,2016,0.01
42,2017,0.16
