region_id,year,value,matrix
29,1990,14.86308785,bio
36,1991,8.024999999999999,bio
41,1991,9.090400714285714,bio
32,1991,6.8325000000000005,bio
14,1991,10.85116485,bio
30,1991,6.739999999999999,bio
29,1991,11.704276785714285,bio
42,1991,3.725,bio
38,1991,5.795,bio
1,1991,7.09975504,bio
42,1992,4.22275,bio
29,1992,13.448525736842106,bio
38,1992,6.4,bio
32,1992,8.84,bio
30,1992,7.469,bio
31,1992,8.815,bio
1,1992,6.340782999999999,bio
30,1993,8.6025,bio
38,1993,9.47,bio
42,1993,8.8875,bio
1,1993,4.10126125,bio
29,1993,15.148893249999999,bio
32,1993,12.959999999999999,bio
36,1993,9.8525,bio
14,1993,8.7372583,bio
37,1994,13.449674777777778,bio
1,1994,6.31827435,bio
14,1994,8.115507210526316,bio
29,1994,11.03468452631579,bio
1,1995,5.938741888888889,bio
37,1995,11.110653833333334,bio
29,1995,13.068145166666667,bio
14,1995,8.262481,bio
29,1996,12.612349272727272,bio
37,1996,6.985476285714285,bio
14,1997,9.551557200000001,bio
37,1997,16.645578699999998,bio
1,1997,3.52682475,bio
41,1997,2.90274675,bio
14,1997,11.4079658,bio
29,1997,16.342681083333332,bio
37,1998,15.837865125,bio
14,1998,7.9472299,bio
32,1998,21.762837837837836,bio
38,1998,9.979687499999999,bio
1,1998,3.8674399999999998,bio
42,1998,7.970619999999999,bio
21,1998,35.64525,bio
37,1998,13.702497,bio
14,1998,8.6728652,bio
36,1998,8.817,bio
32,1998,10.111636363636363,bio
32,1998,9.31795238095238,bio
29,1998,14.374708499999999,bio
14,1999,6.739191583333334,bio
37,1999,25.0936081,bio
14,1999,17.993668222222222,bio
42,1999,14.619423076923077,bio
1,1999,6.6954148,bio
36,1999,6.103571428571429,bio
21,1999,18.2825,bio
38,1999,5.093333333333334,bio
41,1999,3.5658200000000004,bio
32,1999,5.23019,bio
32,1999,6.10016,bio
29,1999,9.793762333333333,bio
14,2000,6.962738,bio
37,2000,16.686042,bio
21,2000,27.1015,bio
37,2000,12.55851,bio
14,2000,4.98096,bio
1,2000,5.358332,bio
29,2000,18.49245625,bio
32,2001,8.081475,bio
14,2001,5.860517,bio
37,2001,11.650333,bio
