region_id,year,oxydebt_pressure
1,2000,NA
2,2000,NA
3,2000,NA
4,2000,NA
5,2000,NA
6,2000,NA
7,2000,NA
8,2000,NA
9,2000,NA
10,2000,NA
11,2000,NA
12,2000,NA
13,2000,NA
14,2000,0.191959755546683
15,2000,0.191959755546683
16,2000,0.191959755546683
17,2000,0.191959755546683
18,2000,0.07602183204099344
19,2000,0.07602183204099344
20,2000,0.07602183204099344
21,2000,0.07602183204099344
22,2000,0.07602183204099344
23,2000,0.07602183204099344
24,2000,0.07602183204099344
25,2000,0.07602183204099344
26,2000,0.07602183204099344
27,2000,NA
28,2000,NA
29,2000,0.07602183204099344
30,2000,0.07602183204099344
31,2000,0.07602183204099344
32,2000,0.07602183204099344
33,2000,0.07602183204099344
34,2000,0.07602183204099344
35,2000,NA
36,2000,NA
37,2000,NA
38,2000,NA
39,2000,NA
40,2000,NA
41,2000,NA
42,2000,NA
1,2001,NA
2,2001,NA
3,2001,NA
4,2001,NA
5,2001,NA
6,2001,NA
7,2001,NA
8,2001,NA
9,2001,NA
10,2001,NA
11,2001,NA
12,2001,NA
13,2001,NA
14,2001,0.16610699010911512
15,2001,0.16610699010911512
16,2001,0.16610699010911512
17,2001,0.16610699010911512
18,2001,0.2596217715621659
19,2001,0.2596217715621659
20,2001,0.2596217715621659
21,2001,0.2596217715621659
22,2001,0.2596217715621659
23,2001,0.2596217715621659
24,2001,0.2596217715621659
25,2001,0.2596217715621659
26,2001,0.2596217715621659
27,2001,NA
28,2001,NA
29,2001,0.2596217715621659
30,2001,0.2596217715621659
31,2001,0.2596217715621659
32,2001,0.2596217715621659
33,2001,0.2596217715621659
34,2001,0.2596217715621659
35,2001,NA
36,2001,NA
37,2001,NA
38,2001,NA
39,2001,NA
40,2001,NA
41,2001,NA
42,2001,NA
1,2002,NA
2,2002,NA
3,2002,NA
4,2002,NA
5,2002,NA
6,2002,NA
7,2002,NA
8,2002,NA
9,2002,NA
10,2002,NA
11,2002,NA
12,2002,NA
13,2002,NA
14,2002,0.1435148486278428
15,2002,0.1435148486278428
16,2002,0.1435148486278428
17,2002,0.1435148486278428
18,2002,0.1918875919448858
19,2002,0.1918875919448858
20,2002,0.1918875919448858
21,2002,0.1918875919448858
22,2002,0.1918875919448858
23,2002,0.1918875919448858
24,2002,0.1918875919448858
