rgn_id,pressure_score,year
1,0.150978808,2019
2,0.156112846,2019
3,0.156112846,2019
4,0.194887765,2019
5,0.150978808,2019
6,0.156112846,2019
7,0.156112846,2019
8,0.194887765,2019
9,0.156112846,2019
10,0.194887765,2019
11,0.150978808,2019
12,0.156112846,2019
13,0.194887765,2019
14,0.150978808,2019
15,0.156112846,2019
16,0.194887765,2019
17,0.330248717,2019
18,0.330248717,2019
19,0.646794631,2019
20,0.150978808,2019
21,0.330248717,2019
22,0.646794631,2019
23,0.310423632,2019
24,0.345217412,2019
25,0.262608488,2019
26,0.150978808,2019
27,0.345217412,2019
28,0.262608488,2019
29,0.150978808,2019
30,0.146439568,2019
31,0.262608488,2019
32,0.146439568,2019
33,0.646794631,2019
34,0.262608488,2019
35,0.150978808,2019
36,0.146439568,2019
37,0.150978808,2019
38,0.146439568,2019
39,0.150978808,2019
40,0.146439568,2019
41,0.150978808,2019
42,0.146439568,2019
