"region_id","year","surf_sal_pressure"
25,2016,0.38
18,2016,0.82
19,2016,0.82
3,2016,0.2
4,2016,0.2
32,2016,0.66
33,2016,0.66
34,2016,0.66
27,2016,0.54
28,2016,0.54
1,2016,0.33
2,2016,0.33
7,2016,0.05
8,2016,0.05
29,2016,0.26
30,2016,0.26
31,2016,0.26
39,2016,0.94
40,2016,0.94
5,2016,0
6,2016,0
26,2016,0.25
35,2015,0.3
36,2015,0.3
11,2015,0.16
12,2015,0.16
13,2015,0.16
9,2015,0.16
10,2015,0.16
14,2015,0.36
15,2015,0.36
16,2015,0.36
17,2015,0.36
41,2015,0.51
42,2015,0.51
37,2015,0.32
38,2015,0.32
20,2015,0.39
21,2015,0.39
22,2015,0.39
23,2015,0.39
24,2015,0.39
25,2015,0.39
18,2015,0.87
19,2015,0.87
3,2015,0.19
4,2015,0.19
32,2015,0.65
33,2015,0.65
34,2015,0.65
27,2015,0.65
28,2015,0.65
1,2015,0.35
2,2015,0.35
7,2015,0.08
8,2015,0.08
29,2015,0.28
30,2015,0.28
31,2015,0.28
39,2015,0.94
40,2015,0.94
5,2015,0
6,2015,0
26,2015,0.25
35,2014,0.29
36,2014,0.29
11,2014,0.27
12,2014,0.27
13,2014,0.27
9,2014,0.21
10,2014,0.21
14,2014,0.45
15,2014,0.45
16,2014,0.45
17,2014,0.45
41,2014,0.48
42,2014,0.48
37,2014,0.3
38,2014,0.3
20,2014,0.4
21,2014,0.4
22,2014,0.4
23,2014,0.4
24,2014,0.4
25,2014,0.4
18,2014,0.85
19,2014,0.85
3,2014,0.21
4,2014,0.21
32,2014,0.66
33,2014,0.66
34,2014,0.66
27,2014,0.67
28,2014,0.67
1,2014,0.37
2,2014,0.37
7,2014,0.13
8,2014,0.13
29,2014,0.26
30,2014,0.26
31,2014,0.26
39,2014,0.97
40,2014,0.97
5,2014,0.03
6,2014,0.03
26,2014,0.29
35,2013,0.27
36,2013,0.27
11,2013,0.3
12,2013,0.3
13,2013,0.3
9,2013,0.21
10,2013,0.21
14,2013,0.45
15,2013,0.45
16,2013,0.45
17,2013,0.45
41,2013,0.53
42,2013,0.53
37,2013,0.3
38,2013,0.3
20,2013,0.37
21,2013,0.37
22,2013,0.37
23,2013,0.37
24,2013,0.37
25,2013,0.37
18,2013,0.81
19,2013,0.81
3,2013,0.17
4,2013,0.17
32,2013,0.68
33,2013,0.68
34,2013,0.68
27,2013,0.67
28,2013,0.67
1,2013,0.4
2,2013,0.4
7,2013,0.15
8,2013,0.15
29,2013,0.22
30,2013,0.22
31,2013,0.22
39,2013,0.97
40,2013,0.97
5,2013,0.09
6,2013,0.09
26,2013,0.3
35,2012,0.27
36,2012,0.27
11,2012,0.23
12,2012,0.23
13,2012,0.23
9,2012,0.16
10,2012,0.16
14,2012,0.43
15,2012,0.43
16,2012,0.43
17,2012,0.43
41,2012,0.59
42,2012,0.59
37,2012,0.31
38,2012,0.31
20,2012,0.33
21,2012,0.33
22,2012,0.33
23,2012,0.33
24,2012,0.33
25,2012,0.33
18,2012,0.79
19,2012,0.79
3,2012,0.17
4,2012,0.17
32,2012,0.68
33,2012,0.68
34,2012,0.68
27,2012,0.65
28,2012,0.65
1,2012,0.4
2,2012,0.4
7,2012,0.14
8,2012,0.14
29,2012,0.2
30,2012,0.2
31,2012,0.2
39,2012,0.98
40,2012,0.98
5,2012,0.18
6,2012,0.18
26,2012,0.3
35,2011,0.27
36,2011,0.27
11,2011,0.2
12,2011,0.2
13,2011,0.2
9,2011,0.16
10,2011,0.16
14,2011,0.41
15,2011,0.41
16,2011,0.41
17,2011,0.41
41,2011,0.64
42,2011,0.64
37,2011,0.32
38,2011,0.32
20,2011,0.26
21,2011,0.26
22,2011,0.26
23,2011,0.26
24,2011,0.26
25,2011,0.26
18,2011,0.78
19,2011,0.78
3,2011,0.16
4,2011,0.16
32,2011,0.67
33,2011,0.67
34,2011,0.67
27,2011,0.6
28,2011,0.6
1,2011,0.43
2,2011,0.43
7,2011,0.14
8,2011,0.14
29,2011,0.13
30,2011,0.13
31,2011,0.13
39,2011,1
40,2011,1
5,2011,0.23
6,2011,0.23
26,2011,0.31
35,2010,0.28
36,2010,0.28
11,2010,0.15
12,2010,0.15
13,2010,0.15
9,2010,0.1
10,2010,0.1
14,2010,0.34
15,2010,0.34
16,2010,0.34
17,2010,0.34
41,2010,0.69
42,2010,0.69
37,2010,0.33
38,2010,0.33
20,2010,0.22
21,2010,0.22
22,2010,0.22
23,2010,0.22
24,2010,0.22
25,2010,0.22
18,2010,0.66
19,2010,0.66
3,2010,0.04
4,2010,0.04
32,2010,0.68
33,2010,0.68
34,2010,0.68
27,2010,0.51
28,2010,0.51
1,2010,0.4
2,2010,0.4
7,2010,0.1
8,2010,0.1
29,2010,0.06
30,2010,0.06
31,2010,0.06
39,2010,1
40,2010,1
5,2010,0.32
6,2010,0.32
26,2010,0.31
35,2009,0.27
36,2009,0.27
11,2009,0.11
12,2009,0.11
13,2009,0.11
9,2009,0.06
10,2009,0.06
14,2009,0.32
15,2009,0.32
16,2009,0.32
17,2009,0.32
41,2009,0.75
42,2009,0.75
37,2009,0.33
38,2009,0.33
20,2009,0.17
21,2009,0.17
22,2009,0.17
23,2009,0.17
24,2009,0.17
25,2009,0.17
18,2009,0.65
19,2009,0.65
3,2009,0
4,2009,0
32,2009,0.69
33,2009,0.69
34,2009,0.69
27,2009,0.47
28,2009,0.47
1,2009,0.43
2,2009,0.43
7,2009,0.07
8,2009,0.07
29,2009,0.02
30,2009,0.02
31,2009,0.02
39,2009,1
40,2009,1
5,2009,0.36
6,2009,0.36
26,2009,0.27
35,2008,0.27
36,2008,0.27
11,2008,0.08
12,2008,0.08
13,2008,0.08
9,2008,0.06
10,2008,0.06
14,2008,0.29
15,2008,0.29
16,2008,0.29
17,2008,0.29
41,2008,0.72
42,2008,0.72
37,2008,0.32
38,2008,0.32
20,2008,0.17
21,2008,0.17
22,2008,0.17
23,2008,0.17
24,2008,0.17
25,2008,0.17
18,2008,0.65
19,2008,0.65
3,2008,0.03
4,2008,0.03
32,2008,0.67
33,2008,0.67
34,2008,0.67
27,2008,0.48
28,2008,0.48
1,2008,0.46
2,2008,0.46
7,2008,0.07
8,2008,0.07
29,2008,0.04
30,2008,0.04
31,2008,0.04
39,2008,1
40,2008,1
5,2008,0.36
6,2008,0.36
26,2008,0.29
35,2007,0.27
36,2007,0.27
11,2007,0.05
12,2007,0.05
13,2007,0.05
9,2007,0.06
10,2007,0.06
14,2007,0.26
15,2007,0.26
16,2007,0.26
17,2007,0.26
41,2007,0.7
42,2007,0.7
37,2007,0.33
38,2007,0.33
20,2007,0.18
21,2007,0.18
22,2007,0.18
23,2007,0.18
24,2007,0.18
25,2007,0.18
18,2007,0.61
19,2007,0.61
3,2007,0
4,2007,0
32,2007,0.66
33,2007,0.66
34,2007,0.66
27,2007,0.42
28,2007,0.42
1,2007,0.46
2,2007,0.46
7,2007,0.05
8,2007,0.05
29,2007,0.06
30,2007,0.06
31,2007,0.06
39,2007,1
40,2007,1
5,2007,0.32
6,2007,0.32
26,2007,0.33
35,2006,0.28
36,2006,0.28
11,2006,0.08
12,2006,0.08
13,2006,0.08
9,2006,0.04
10,2006,0.04
14,2006,0.31
15,2006,0.31
16,2006,0.31
17,2006,0.31
41,2006,0.7
42,2006,0.7
37,2006,0.36
38,2006,0.36
20,2006,0.21
21,2006,0.21
22,2006,0.21
23,2006,0.21
24,2006,0.21
25,2006,0.21
18,2006,0.62
19,2006,0.62
3,2006,0
4,2006,0
32,2006,0.69
33,2006,0.69
34,2006,0.69
27,2006,0.43
28,2006,0.43
1,2006,0.49
2,2006,0.49
7,2006,0.06
8,2006,0.06
29,2006,0.14
30,2006,0.14
31,2006,0.14
39,2006,1
40,2006,1
5,2006,0.3
6,2006,0.3
26,2006,0.38
35,2005,0.29
36,2005,0.29
11,2005,0.08
12,2005,0.08
13,2005,0.08
9,2005,0.07
10,2005,0.07
14,2005,0.36
15,2005,0.36
16,2005,0.36
17,2005,0.36
41,2005,0.7
42,2005,0.7
37,2005,0.39
38,2005,0.39
20,2005,0.27
21,2005,0.27
22,2005,0.27
23,2005,0.27
24,2005,0.27
25,2005,0.27
18,2005,0.7
19,2005,0.7
3,2005,0.09
4,2005,0.09
32,2005,0.73
33,2005,0.73
34,2005,0.73
27,2005,0.42
28,2005,0.42
1,2005,0.56
2,2005,0.56
7,2005,0.09
8,2005,0.09
29,2005,0.25
30,2005,0.25
31,2005,0.25
39,2005,1
40,2005,1
5,2005,0.28
6,2005,0.28
26,2005,0.46
35,2004,0.3
36,2004,0.3
11,2004,0.01
12,2004,0.01
13,2004,0.01
9,2004,0.07
10,2004,0.07
14,2004,0.36
15,2004,0.36
16,2004,0.36
17,2004,0.36
41,2004,0.67
42,2004,0.67
37,2004,0.4
38,2004,0.4
20,2004,0.31
21,2004,0.31
22,2004,0.31
23,2004,0.31
24,2004,0.31
25,2004,0.31
18,2004,0.72
19,2004,0.72
3,2004,0.12
4,2004,0.12
32,2004,0.74
33,2004,0.74
34,2004,0.74
27,2004,0.37
28,2004,0.37
1,2004,0.56
2,2004,0.56
7,2004,0.1
8,2004,0.1
29,2004,0.35
30,2004,0.35
31,2004,0.35
39,2004,1
40,2004,1
5,2004,0.22
6,2004,0.22
26,2004,0.51
35,2003,0.31
36,2003,0.31
11,2003,0.01
12,2003,0.01
13,2003,0.01
9,2003,0.08
10,2003,0.08
14,2003,0.41
15,2003,0.41
16,2003,0.41
17,2003,0.41
41,2003,0.65
42,2003,0.65
37,2003,0.4
38,2003,0.4
20,2003,0.33
21,2003,0.33
22,2003,0.33
23,2003,0.33
24,2003,0.33
25,2003,0.33
18,2003,0.72
19,2003,0.72
3,2003,0.12
4,2003,0.12
32,2003,0.74
33,2003,0.74
34,2003,0.74
27,2003,0.36
28,2003,0.36
1,2003,0.57
2,2003,0.57
7,2003,0.09
8,2003,0.09
29,2003,0.36
30,2003,0.36
31,2003,0.36
39,2003,1
40,2003,1
5,2003,0.23
6,2003,0.23
26,2003,0.52
35,2002,0.3
36,2002,0.3
11,2002,0.08
12,2002,0.08
13,2002,0.08
9,2002,0.12
10,2002,0.12
14,2002,0.46
15,2002,0.46
16,2002,0.46
17,2002,0.46
41,2002,0.61
42,2002,0.61
37,2002,0.38
38,2002,0.38
20,2002,0.32
21,2002,0.32
22,2002,0.32
23,2002,0.32
24,2002,0.32
25,2002,0.32
18,2002,0.73
19,2002,0.73
3,2002,0.17
4,2002,0.17
32,2002,0.75
33,2002,0.75
34,2002,0.75
27,2002,0.33
28,2002,0.33
1,2002,0.57
2,2002,0.57
7,2002,0.11
8,2002,0.11
29,2002,0.34
30,2002,0.34
31,2002,0.34
39,2002,1
40,2002,1
5,2002,0.26
6,2002,0.26
26,2002,0.52
35,2001,0.29
36,2001,0.29
11,2001,0.05
12,2001,0.05
13,2001,0.05
9,2001,0.12
10,2001,0.12
14,2001,0.42
15,2001,0.42
16,2001,0.42
17,2001,0.42
41,2001,0.56
42,2001,0.56
37,2001,0.34
38,2001,0.34
20,2001,0.32
21,2001,0.32
22,2001,0.32
23,2001,0.32
24,2001,0.32
25,2001,0.32
18,2001,0.67
19,2001,0.67
3,2001,0.12
4,2001,0.12
32,2001,0.72
33,2001,0.72
34,2001,0.72
27,2001,0.24
28,2001,0.24
1,2001,0.51
2,2001,0.51
7,2001,0.08
8,2001,0.08
29,2001,0.32
30,2001,0.32
31,2001,0.32
39,2001,1
40,2001,1
5,2001,0.31
6,2001,0.31
26,2001,0.5
35,2000,0.28
36,2000,0.28
11,2000,0.06
12,2000,0.06
13,2000,0.06
9,2000,0.11
10,2000,0.11
14,2000,0.38
15,2000,0.38
16,2000,0.38
17,2000,0.38
41,2000,0.51
42,2000,0.51
37,2000,0.32
38,2000,0.32
20,2000,0.32
21,2000,0.32
22,2000,0.32
23,2000,0.32
24,2000,0.32
25,2000,0.32
18,2000,0.63
19,2000,0.63
3,2000,0.13
4,2000,0.13
32,2000,0.68
33,2000,0.68
34,2000,0.68
27,2000,0.19
28,2000,0.19
1,2000,0.47
2,2000,0.47
7,2000,0.07
8,2000,0.07
29,2000,0.32
30,2000,0.32
31,2000,0.32
39,2000,1
40,2000,1
5,2000,0.3
6,2000,0.3
26,2000,0.51
35,1999,0.28
36,1999,0.28
11,1999,0.14
12,1999,0.14
13,1999,0.14
9,1999,0.13
10,1999,0.13
14,1999,0.35
15,1999,0.35
16,1999,0.35
17,1999,0.35
41,1999,0.48
42,1999,0.48
37,1999,0.32
38,1999,0.32
20,1999,0.31
21,1999,0.31
22,1999,0.31
23,1999,0.31
24,1999,0.31
25,1999,0.31
18,1999,0.59
19,1999,0.59
3,1999,0.21
4,1999,0.21
32,1999,0.65
33,1999,0.65
34,1999,0.65
27,1999,0.17
28,1999,0.17
1,1999,0.49
2,1999,0.49
7,1999,0.11
8,1999,0.11
29,1999,0.32
30,1999,0.32
31,1999,0.32
39,1999,1
40,1999,1
5,1999,0.35
6,1999,0.35
26,1999,0.52
35,1998,0.3
36,1998,0.3
11,1998,0.15
12,1998,0.15
13,1998,0.15
9,1998,0.15
10,1998,0.15
14,1998,0.28
15,1998,0.28
16,1998,0.28
17,1998,0.28
41,1998,0.47
42,1998,0.47
37,1998,0.34
38,1998,0.34
20,1998,0.32
21,1998,0.32
22,1998,0.32
23,1998,0.32
24,1998,0.32
25,1998,0.32
18,1998,0.54
19,1998,0.54
3,1998,0.23
4,1998,0.23
32,1998,0.65
33,1998,0.65
34,1998,0.65
27,1998,0.11
28,1998,0.11
1,1998,0.48
2,1998,0.48
7,1998,0.13
8,1998,0.13
29,1998,0.37
30,1998,0.37
31,1998,0.37
39,1998,1
40,1998,1
5,1998,0.36
6,1998,0.36
26,1998,0.55
35,1997,0.31
36,1997,0.31
11,1997,0.07
12,1997,0.07
13,1997,0.07
9,1997,0.11
10,1997,0.11
14,1997,0.22
15,1997,0.22
16,1997,0.22
17,1997,0.22
41,1997,0.46
42,1997,0.46
37,1997,0.34
38,1997,0.34
20,1997,0.36
21,1997,0.36
22,1997,0.36
23,1997,0.36
24,1997,0.36
25,1997,0.36
18,1997,0.52
19,1997,0.52
3,1997,0.26
4,1997,0.26
32,1997,0.68
33,1997,0.68
34,1997,0.68
27,1997,0.09
28,1997,0.09
1,1997,0.46
2,1997,0.46
7,1997,0.12
8,1997,0.12
29,1997,0.48
30,1997,0.48
31,1997,0.48
39,1997,1
40,1997,1
5,1997,0.36
6,1997,0.36
26,1997,0.58
35,1996,0.31
36,1996,0.31
11,1996,0.05
12,1996,0.05
13,1996,0.05
9,1996,0.11
10,1996,0.11
14,1996,0.21
15,1996,0.21
16,1996,0.21
17,1996,0.21
41,1996,0.47
42,1996,0.47
37,1996,0.32
38,1996,0.32
20,1996,0.38
21,1996,0.38
22,1996,0.38
23,1996,0.38
24,1996,0.38
25,1996,0.38
18,1996,0.55
19,1996,0.55
3,1996,0.27
4,1996,0.27
32,1996,0.73
33,1996,0.73
34,1996,0.73
27,1996,0.12
28,1996,0.12
1,1996,0.44
2,1996,0.44
7,1996,0.12
8,1996,0.12
29,1996,0.55
30,1996,0.55
31,1996,0.55
39,1996,1
40,1996,1
5,1996,0.35
6,1996,0.35
26,1996,0.6
35,1995,0.32
36,1995,0.32
11,1995,0.01
12,1995,0.01
13,1995,0.01
9,1995,0.14
10,1995,0.14
14,1995,0.25
15,1995,0.25
16,1995,0.25
17,1995,0.25
41,1995,0.46
42,1995,0.46
37,1995,0.3
38,1995,0.3
20,1995,0.4
21,1995,0.4
22,1995,0.4
23,1995,0.4
24,1995,0.4
25,1995,0.4
18,1995,0.59
19,1995,0.59
3,1995,0.27
4,1995,0.27
32,1995,0.73
33,1995,0.73
34,1995,0.73
27,1995,0.12
28,1995,0.12
1,1995,0.43
2,1995,0.43
7,1995,0.13
8,1995,0.13
29,1995,0.57
30,1995,0.57
31,1995,0.57
39,1995,0.97
40,1995,0.97
5,1995,0.37
6,1995,0.37
26,1995,0.57
35,1994,0.32
36,1994,0.32
11,1994,0
12,1994,0
13,1994,0
9,1994,0.11
10,1994,0.11
14,1994,0.29
15,1994,0.29
16,1994,0.29
17,1994,0.29
41,1994,0.5
42,1994,0.5
37,1994,0.28
38,1994,0.28
20,1994,0.43
21,1994,0.43
22,1994,0.43
23,1994,0.43
24,1994,0.43
25,1994,0.43
18,1994,0.64
19,1994,0.64
3,1994,0.22
4,1994,0.22
32,1994,0.8
33,1994,0.8
34,1994,0.8
27,1994,0.09
28,1994,0.09
1,1994,0.35
2,1994,0.35
7,1994,0.12
8,1994,0.12
29,1994,0.59
30,1994,0.59
31,1994,0.59
39,1994,0.99
40,1994,0.99
5,1994,0.35
6,1994,0.35
26,1994,0.56
35,1993,0.29
36,1993,0.29
11,1993,0
12,1993,0
13,1993,0
9,1993,0.12
10,1993,0.12
14,1993,0.33
15,1993,0.33
16,1993,0.33
17,1993,0.33
41,1993,0.51
42,1993,0.51
37,1993,0.25
38,1993,0.25
20,1993,0.44
21,1993,0.44
22,1993,0.44
23,1993,0.44
24,1993,0.44
25,1993,0.44
18,1993,0.65
19,1993,0.65
3,1993,0.27
4,1993,0.27
32,1993,0.78
33,1993,0.78
34,1993,0.78
27,1993,0.08
28,1993,0.08
1,1993,0.32
2,1993,0.32
7,1993,0.15
8,1993,0.15
29,1993,0.56
30,1993,0.56
31,1993,0.56
39,1993,0.93
40,1993,0.93
5,1993,0.36
6,1993,0.36
26,1993,0.5
35,1992,0.27
36,1992,0.27
11,1992,0
12,1992,0
13,1992,0
9,1992,0.16
10,1992,0.16
14,1992,0.38
15,1992,0.38
16,1992,0.38
17,1992,0.38
41,1992,0.49
42,1992,0.49
37,1992,0.22
38,1992,0.22
20,1992,0.43
21,1992,0.43
22,1992,0.43
23,1992,0.43
24,1992,0.43
25,1992,0.43
18,1992,0.65
19,1992,0.65
3,1992,0.26
4,1992,0.26
32,1992,0.75
33,1992,0.75
34,1992,0.75
27,1992,0.06
28,1992,0.06
1,1992,0.31
2,1992,0.31
7,1992,0.15
8,1992,0.15
29,1992,0.48
30,1992,0.48
31,1992,0.48
39,1992,0.92
40,1992,0.92
5,1992,0.38
6,1992,0.38
26,1992,0.43
35,1991,0.23
36,1991,0.23
11,1991,0.02
12,1991,0.02
13,1991,0.02
9,1991,0.15
10,1991,0.15
14,1991,0.38
15,1991,0.38
16,1991,0.38
17,1991,0.38
41,1991,0.43
42,1991,0.43
37,1991,0.19
38,1991,0.19
20,1991,0.4
21,1991,0.4
22,1991,0.4
23,1991,0.4
24,1991,0.4
25,1991,0.4
18,1991,0.61
19,1991,0.61
3,1991,0.29
4,1991,0.29
32,1991,0.67
33,1991,0.67
34,1991,0.67
27,1991,0.05
28,1991,0.05
1,1991,0.32
2,1991,0.32
7,1991,0.19
8,1991,0.19
29,1991,0.4
30,1991,0.4
31,1991,0.4
39,1991,0.87
40,1991,0.87
5,1991,0.35
6,1991,0.35
26,1991,0.38
35,1990,0.18
36,1990,0.18
11,1990,0.02
12,1990,0.02
13,1990,0.02
9,1990,0.14
10,1990,0.14
14,1990,0.34
15,1990,0.34
16,1990,0.34
17,1990,0.34
41,1990,0.42
42,1990,0.42
37,1990,0.16
38,1990,0.16
20,1990,0.36
21,1990,0.36
22,1990,0.36
23,1990,0.36
24,1990,0.36
25,1990,0.36
18,1990,0.55
19,1990,0.55
3,1990,0.31
4,1990,0.31
32,1990,0.57
33,1990,0.57
34,1990,0.57
27,1990,0
28,1990,0
1,1990,0.32
2,1990,0.32
7,1990,0.2
8,1990,0.2
29,1990,0.36
30,1990,0.36
31,1990,0.36
39,1990,0.82
40,1990,0.82
5,1990,0.36
6,1990,0.36
26,1990,0.33
