region_id,sector,year,annual_growth_rate
3,Shipbuilding and repair,2018,0.1
4,Coastal tourism,2009,-4.8
4,Coastal tourism,2010,-4.8
4,Coastal tourism,2011,-4.8
4,Coastal tourism,2012,-4.8
4,Coastal tourism,2013,-4.8
4,Coastal tourism,2014,-4.8
4,Coastal tourism,2015,-4.8
4,Coastal tourism,2016,-4.8
4,Coastal tourism,2017,-4.8
4,Coastal tourism,2018,-4.8
4,Marine living resources,2009,3
4,Marine living resources,2010,3
4,Marine living resources,2011,3
4,Marine living resources,2012,3
4,Marine living resources,2013,3
4,Marine living resources,2014,3
4,Marine living resources,2015,3
4,Marine living resources,2016,3
4,Marine living resources,2017,3
4,Marine living resources,2018,3
4,Marine non-living resources,2009,-6.8
4,Marine non-living resources,2010,-6.8
4,Marine non-living resources,2011,-6.8
4,Marine non-living resources,2012,-6.8
4,Marine non-living resources,2013,-6.8
4,Marine non-living resources,2014,-6.8
4,Marine non-living resources,2015,-6.8
4,Marine non-living resources,2016,-6.8
4,Marine non-living resources,2017,-6.8
4,Marine non-living resources,2018,-6.8
4,Marine renewable energy,2009,NA
4,Marine renewable energy,2010,NA
4,Marine renewable energy,2011,NA
4,Marine renewable energy,2012,NA
4,Marine renewable energy,2013,NA
4,Marine renewable energy,2014,NA
4,Marine renewable energy,2015,NA
4,Marine renewable energy,2016,NA
4,Marine renewable energy,2017,NA
4,Marine renewable energy,2018,NA
4,Maritime transport,2009,-6.7
4,Maritime transport,2010,-6.7
4,Maritime transport,2011,-6.7
4,Maritime transport,2012,-6.7
4,Maritime transport,2013,-6.7
4,Maritime transport,2014,-6.7
4,Maritime transport,2015,-6.7
4,Maritime transport,2016,-6.7
4,Maritime transport,2017,-6.7
4,Maritime transport,2018,-6.7
4,Port activites,2009,6.3
4,Port activites,2010,6.3
4,Port activites,2011,6.3
4,Port activites,2012,6.3
4,Port activites,2013,6.3
4,Port activites,2014,6.3
4,Port activites,2015,6.3
4,Port activites,2016,6.3
4,Port activites,2017,6.3
4,Port activites,2018,6.3
4,Shipbuilding and repair,2009,3.8
4,Shipbuilding and repair,2010,3.8
4,Shipbuilding and repair,2011,3.8
4,Shipbuilding and repair,2012,3.8
4,Shipbuilding and repair,2013,3.8
4,Shipbuilding and repair,2014,3.8
4,Shipbuilding and repair,2015,3.8
4,Shipbuilding and repair,2016,3.8
4,Shipbuilding and repair,2017,3.8
4,Shipbuilding and repair,2018,3.8
5,Coastal tourism,2009,2.9
5,Coastal tourism,2010,2.9
5,Coastal tourism,2011,2.9
5,Coastal tourism,2012,2.9
5,Coastal tourism,2013,2.9
5,Coastal tourism,2014,2.9
5,Coastal tourism,2015,2.9
5,Coastal tourism,2016,2.9
5,Coastal tourism,2017,2.9
5,Coastal tourism,2018,2.9
5,Marine living resources,2009,2.9
5,Marine living resources,2010,2.9
5,Marine living resources,2011,2.9
5,Marine living resources,2012,2.9
5,Marine living resources,2013,2.9
5,Marine living resources,2014,2.9
5,Marine living resources,2015,2.9
5,Marine living resources,2016,2.9
5,Marine living resources,2017,2.9
5,Marine living resources,2018,2.9
5,Marine non-living resources,2009,NA
5,Marine non-living resources,2010,NA
5,Marine non-living resources,2011,NA
5,Marine non-living resources,2012,NA
5,Marine non-living resources,2013,NA
5,Marine non-living resources,2014,NA
5,Marine non-living resources,2015,NA
5,Marine non-living resources,2016,NA
5,Marine non-living resources,2017,NA
5,Marine non-living resources,2018,NA
5,Marine renewable energy,2009,NA
5,Marine renewable energy,2010,NA
5,Marine renewable energy,2011,NA
5,Marine renewable energy,2012,NA
5,Marine renewable energy,2013,NA
5,Marine renewable energy,2014,NA
5,Marine renewable energy,2015,NA
5,Marine renewable energy,2016,NA
5,Marine renewable energy,2017,NA
5,Marine renewable energy,2018,NA
5,Maritime transport,2009,2.4
5,Maritime transport,2010,2.4
5,Maritime transport,2011,2.4
5,Maritime transport,2012,2.4
5,Maritime transport,2013,2.4
5,Maritime transport,2014,2.4
5,Maritime transport,2015,2.4
5,Maritime transport,2016,2.4
5,Maritime transport,2017,2.4
5,Maritime transport,2018,2.4
5,Port activites,2009,3.6
5,Port activites,2010,3.6
5,Port activites,2011,3.6
5,Port activites,2012,3.6
5,Port activites,2013,3.6
5,Port activites,2014,3.6
5,Port activites,2015,3.6
5,Port activites,2016,3.6
5,Port activites,2017,3.6
5,Port activites,2018,3.6
5,Shipbuilding and repair,2009,5.5
5,Shipbuilding and repair,2010,5.5
5,Shipbuilding and repair,2011,5.5
5,Shipbuilding and repair,2012,5.5
5,Shipbuilding and repair,2013,5.5
5,Shipbuilding and repair,2014,5.5
5,Shipbuilding and repair,2015,5.5
5,Shipbuilding and repair,2016,5.5
5,Shipbuilding and repair,2017,5.5
5,Shipbuilding and repair,2018,5.5
6,Coastal tourism,2009,6.9
6,Coastal tourism,2010,6.9
6,Coastal tourism,2011,6.9
6,Coastal tourism,2012,6.9
6,Coastal tourism,2013,6.9
6,Coastal tourism,2014,6.9
6,Coastal tourism,2015,6.9
6,Coastal tourism,2016,6.9
6,Coastal tourism,2017,6.9
6,Coastal tourism,2018,6.9
6,Marine living resources,2009,2
6,Marine living resources,2010,2
6,Marine living resources,2011,2
6,Marine living resources,2012,2
6,Marine living resources,2013,2
6,Marine living resources,2014,2
6,Marine living resources,2015,2
6,Marine living resources,2016,2
6,Marine living resources,2017,2
6,Marine living resources,2018,2
6,Marine non-living resources,2009,-12.7
6,Marine non-living resources,2010,-12.7
6,Marine non-living resources,2011,-12.7
6,Marine non-living resources,2012,-12.7
6,Marine non-living resources,2013,-12.7
6,Marine non-living resources,2014,-12.7
6,Marine non-living resources,2015,-12.7
6,Marine non-living resources,2016,-12.7
6,Marine non-living resources,2017,-12.7
6,Marine non-living resources,2018,-12.7
6,Marine renewable energy,2009,32.2
6,Marine renewable energy,2010,32.2
6,Marine renewable energy,2011,32.2
6,Marine renewable energy,2012,32.2
6,Marine renewable energy,2013,32.2
6,Marine renewable energy,2014,32.2
6,Marine renewable energy,2015,32.2
6,Marine renewable energy,2016,32.2
6,Marine renewable energy,2017,32.2
6,Marine renewable energy,2018,32.2
6,Maritime transport,2009,5.3
6,Maritime transport,2010,5.3
6,Maritime transport,2011,5.3
6,Maritime transport,2012,5.3
6,Maritime transport,2013,5.3
6,Maritime transport,2014,5.3
6,Maritime transport,2015,5.3
6,Maritime transport,2016,5.3
6,Maritime transport,2017,5.3
6,Maritime transport,2018,5.3
6,Port activites,2009,6.3
6,Port activites,2010,6.3
6,Port activites,2011,6.3
6,Port activites,2012,6.3
6,Port activites,2013,6.3
6,Port activites,2014,6.3
6,Port activites,2015,6.3
6,Port activites,2016,6.3
6,Port activites,2017,6.3
6,Port activites,2018,6.3
6,Shipbuilding and repair,2009,0.1
6,Shipbuilding and repair,2010,0.1
6,Shipbuilding and repair,2011,0.1
6,Shipbuilding and repair,2012,0.1
6,Shipbuilding and repair,2013,0.1
6,Shipbuilding and repair,2014,0.1
6,Shipbuilding and repair,2015,0.1
6,Shipbuilding and repair,2016,0.1
6,Shipbuilding and repair,2017,0.1
6,Shipbuilding and repair,2018,0.1
7,Coastal tourism,2009,6.9
7,Coastal tourism,2010,6.9
7,Coastal tourism,2011,6.9
7,Coastal tourism,2012,6.9
7,Coastal tourism,2013,6.9
7,Coastal tourism,2014,6.9
7,Coastal tourism,2015,6.9
7,Coastal tourism,2016,6.9
7,Coastal tourism,2017,6.9
7,Coastal tourism,2018,6.9
7,Marine living resources,2009,2
7,Marine living resources,2010,2
7,Marine living resources,2011,2
7,Marine living resources,2012,2
7,Marine living resources,2013,2
7,Marine living resources,2014,2
7,Marine living resources,2015,2
7,Marine living resources,2016,2
7,Marine living resources,2017,2
7,Marine living resources,2018,2
7,Marine non-living resources,2009,-12.7
7,Marine non-living resources,2010,-12.7
7,Marine non-living resources,2011,-12.7
7,Marine non-living resources,2012,-12.7
7,Marine non-living resources,2013,-12.7
7,Marine non-living resources,2014,-12.7
7,Marine non-living resources,2015,-12.7
7,Marine non-living resources,2016,-12.7
7,Marine non-living resources,2017,-12.7
7,Marine non-living resources,2018,-12.7
7,Marine renewable energy,2009,32.2
7,Marine renewable energy,2010,32.2
7,Marine renewable energy,2011,32.2
7,Marine renewable energy,2012,32.2
7,Marine renewable energy,2013,32.2
7,Marine renewable energy,2014,32.2
7,Marine renewable energy,2015,32.2
7,Marine renewable energy,2016,32.2
7,Marine renewable energy,2017,32.2
7,Marine renewable energy,2018,32.2
7,Maritime transport,2009,5.3
7,Maritime transport,2010,5.3
7,Maritime transport,2011,5.3
7,Maritime transport,2012,5.3
7,Maritime transport,2013,5.3
7,Maritime transport,2014,5.3
7,Maritime transport,2015,5.3
7,Maritime transport,2016,5.3
7,Maritime transport,2017,5.3
7,Maritime transport,2018,5.3
7,Port activites,2009,6.3
7,Port activites,2010,6.3
7,Port activites,2011,6.3
7,Port activites,2012,6.3
7,Port activites,2013,6.3
7,Port activites,2014,6.3
7,Port activites,2015,6.3
7,Port activites,2016,6.3
7,Port activites,2017,6.3
7,Port activites,2018,6.3
7,Shipbuilding and repair,2009,0.1
7,Shipbuilding and repair,2010,0.1
7,Shipbuilding and repair,2011,0.1
7,Shipbuilding and repair,2012,0.1
7,Shipbuilding and repair,2013,0.1
7,Shipbuilding and repair,2014,0.1
7,Shipbuilding and repair,2015,0.1
7,Shipbuilding and repair,2016,0.1
7,Shipbuilding and repair,2017,0.1
7,Shipbuilding and repair,2018,0.1
8,Coastal tourism,2009,-4.8
8,Coastal tourism,2010,-4.8
8,Coastal tourism,2011,-4.8
8,Coastal tourism,2012,-4.8
8,Coastal tourism,2013,-4.8
8,Coastal tourism,2014,-4.8
8,Coastal tourism,2015,-4.8
8,Coastal tourism,2016,-4.8
8,Coastal tourism,2017,-4.8
8,Coastal tourism,2018,-4.8
8,Marine living resources,2009,3
8,Marine living resources,2010,3
8,Marine living resources,2011,3
8,Marine living resources,2012,3
8,Marine living resources,2013,3
8,Marine living resources,2014,3
8,Marine living resources,2015,3
8,Marine living resources,2016,3
8,Marine living resources,2017,3
8,Marine living resources,2018,3
8,Marine non-living resources,2009,-6.8
8,Marine non-living resources,2010,-6.8
8,Marine non-living resources,2011,-6.8
8,Marine non-living resources,2012,-6.8
8,Marine non-living resources,2013,-6.8
8,Marine non-living resources,2014,-6.8
8,Marine non-living resources,2015,-6.8
8,Marine non-living resources,2016,-6.8
8,Marine non-living resources,2017,-6.8
8,Marine non-living resources,2018,-6.8
8,Marine renewable energy,2009,NA
8,Marine renewable energy,2010,NA
8,Marine renewable energy,2011,NA
8,Marine renewable energy,2012,NA
8,Marine renewable energy,2013,NA
8,Marine renewable energy,2014,NA
8,Marine renewable energy,2015,NA
8,Marine renewable energy,2016,NA
8,Marine renewable energy,2017,NA
8,Marine renewable energy,2018,NA
8,Maritime transport,2009,-6.7
8,Maritime transport,2010,-6.7
8,Maritime transport,2011,-6.7
8,Maritime transport,2012,-6.7
8,Maritime transport,2013,-6.7
8,Maritime transport,2014,-6.7
8,Maritime transport,2015,-6.7
8,Maritime transport,2016,-6.7
8,Maritime transport,2017,-6.7
8,Maritime transport,2018,-6.7
8,Port activites,2009,6.3
8,Port activites,2010,6.3
8,Port activites,2011,6.3
8,Port activites,2012,6.3
8,Port activites,2013,6.3
8,Port activites,2014,6.3
8,Port activites,2015,6.3
8,Port activites,2016,6.3
8,Port activites,2017,6.3
8,Port activites,2018,6.3
8,Shipbuilding and repair,2009,3.8
8,Shipbuilding and repair,2010,3.8
8,Shipbuilding and repair,2011,3.8
8,Shipbuilding and repair,2012,3.8
8,Shipbuilding and repair,2013,3.8
8,Shipbuilding and repair,2014,3.8
8,Shipbuilding and repair,2015,3.8
8,Shipbuilding and repair,2016,3.8
8,Shipbuilding and repair,2017,3.8
8,Shipbuilding and repair,2018,3.8
9,Coastal tourism,2009,6.9
9,Coastal tourism,2010,6.9
9,Coastal tourism,2011,6.9
9,Coastal tourism,2012,6.9
9,Coastal tourism,2013,6.9
9,Coastal tourism,2014,6.9
9,Coastal tourism,2015,6.9
9,Coastal tourism,2016,6.9
9,Coastal tourism,2017,6.9
9,Coastal tourism,2018,6.9
9,Marine living resources,2009,2
9,Marine living resources,2010,2
9,Marine living resources,2011,2
9,Marine living resources,2012,2
9,Marine living resources,2013,2
9,Marine living resources,2014,2
9,Marine living resources,2015,2
9,Marine living resources,2016,2
9,Marine living resources,2017,2
9,Marine living resources,2018,2
9,Marine non-living resources,2009,-12.7
9,Marine non-living resources,2010,-12.7
9,Marine non-living resources,2011,-12.7
9,Marine non-living resources,2012,-12.7
9,Marine non-living resources,2013,-12.7
9,Marine non-living resources,2014,-12.7
9,Marine non-living resources,2015,-12.7
9,Marine non-living resources,2016,-12.7
9,Marine non-living resources,2017,-12.7
9,Marine non-living resources,2018,-12.7
9,Marine renewable energy,2009,32.2
9,Marine renewable energy,2010,32.2
9,Marine renewable energy,2011,32.2
9,Marine renewable energy,2012,32.2
9,Marine renewable energy,2013,32.2
9,Marine renewable energy,2014,32.2
9,Marine renewable energy,2015,32.2
9,Marine renewable energy,2016,32.2
9,Marine renewable energy,2017,32.2
9,Marine renewable energy,2018,32.2
9,Maritime transport,2009,5.3
9,Maritime transport,2010,5.3
9,Maritime transport,2011,5.3
9,Maritime transport,2012,5.3
9,Maritime transport,2013,5.3
9,Maritime transport,2014,5.3
9,Maritime transport,2015,5.3
9,Maritime transport,2016,5.3
9,Maritime transport,2017,5.3
9,Maritime transport,2018,5.3
9,Port activites,2009,6.3
9,Port activites,2010,6.3
9,Port activites,2011,6.3
9,Port activites,2012,6.3
9,Port activites,2013,6.3
9,Port activites,2014,6.3
9,Port activites,2015,6.3
9,Port activites,2016,6.3
9,Port activites,2017,6.3
9,Port activites,2018,6.3
9,Shipbuilding and repair,2009,0.1
9,Shipbuilding and repair,2010,0.1
9,Shipbuilding and repair,2011,0.1
9,Shipbuilding and repair,2012,0.1
9,Shipbuilding and repair,2013,0.1
9,Shipbuilding and repair,2014,0.1
9,Shipbuilding and repair,2015,0.1
9,Shipbuilding and repair,2016,0.1
9,Shipbuilding and repair,2017,0.1
9,Shipbuilding and repair,2018,0.1
10,Coastal tourism,2009,-4.8
10,Coastal tourism,2010,-4.8
10,Coastal tourism,2011,-4.8
10,Coastal tourism,2012,-4.8
10,Coastal tourism,2013,-4.8
10,Coastal tourism,2014,-4.8
10,Coastal tourism,2015,-4.8
10,Coastal tourism,2016,-4.8
10,Coastal tourism,2017,-4.8
10,Coastal tourism,2018,-4.8
10,Marine living resources,2009,3
10,Marine living resources,2010,3
10,Marine living resources,2011,3
10,Marine living resources,2012,3
10,Marine living resources,2013,3
10,Marine living resources,2014,3
10,Marine living resources,2015,3
10,Marine living resources,2016,3
10,Marine living resources,2017,3
10,Marine living resources,2018,3
10,Marine non-living resources,2009,-6.8
10,Marine non-living resources,2010,-6.8
10,Marine non-living resources,2011,-6.8
10,Marine non-living resources,2012,-6.8
10,Marine non-living resources,2013,-6.8
10,Marine non-living resources,2014,-6.8
10,Marine non-living resources,2015,-6.8
10,Marine non-living resources,2016,-6.8
10,Marine non-living resources,2017,-6.8
10,Marine non-living resources,2018,-6.8
10,Marine renewable energy,2009,NA
10,Marine renewable energy,2010,NA
10,Marine renewable energy,2011,NA
10,Marine renewable energy,2012,NA
10,Marine renewable energy,2013,NA
10,Marine renewable energy,2014,NA
10,Marine renewable energy,2015,NA
10,Marine renewable energy,2016,NA
10,Marine renewable energy,2017,NA
10,Marine renewable energy,2018,NA
10,Maritime transport,2009,-6.7
10,Maritime transport,2010,-6.7
10,Maritime transport,2011,-6.7
10,Maritime transport,2012,-6.7
10,Maritime transport,2013,-6.7
10,Maritime transport,2014,-6.7
10,Maritime transport,2015,-6.7
10,Maritime transport,2016,-6.7
10,Maritime transport,2017,-6.7
10,Maritime transport,2018,-6.7
10,Port activites,2009,6.3
10,Port activites,2010,6.3
10,Port activites,2011,6.3
10,Port activites,2012,6.3
10,Port activites,2013,6.3
10,Port activites,2014,6.3
10,Port activites,2015,6.3
10,Port activites,2016,6.3
10,Port activites,2017,6.3
10,Port activites,2018,6.3
10,Shipbuilding and repair,2009,3.8
10,Shipbuilding and repair,2010,3.8
10,Shipbuilding and repair,2011,3.8
10,Shipbuilding and repair,2012,3.8
10,Shipbuilding and repair,2013,3.8
10,Shipbuilding and repair,2014,3.8
10,Shipbuilding and repair,2015,3.8
10,Shipbuilding and repair,2016,3.8
10,Shipbuilding and repair,2017,3.8
10,Shipbuilding and repair,2018,3.8
11,Coastal tourism,2009,2.9
11,Coastal tourism,2010,2.9
11,Coastal tourism,2011,2.9
11,Coastal tourism,2012,2.9
11,Coastal tourism,2013,2.9
11,Coastal tourism,2014,2.9
11,Coastal tourism,2015,2.9
11,Coastal tourism,2016,2.9
11,Coastal tourism,2017,2.9
11,Coastal tourism,2018,2.9
11,Marine living resources,2009,2.9
11,Marine living resources,2010,2.9
11,Marine living resources,2011,2.9
11,Marine living resources,2012,2.9
11,Marine living resources,2013,2.9
11,Marine living resources,2014,2.9
11,Marine living resources,2015,2.9
11,Marine living resources,2016,2.9
11,Marine living resources,2017,2.9
11,Marine living resources,2018,2.9
11,Marine non-living resources,2009,NA
11,Marine non-living resources,2010,NA
11,Marine non-living resources,2011,NA
11,Marine non-living resources,2012,NA
11,Marine non-living resources,2013,NA
11,Marine non-living resources,2014,NA
11,Marine non-living resources,2015,NA
11,Marine non-living resources,2016,NA
11,Marine non-living resources,2017,NA
11,Marine non-living resources,2018,NA
11,Marine renewable energy,2009,NA
11,Marine renewable energy,2010,NA
11,Marine renewable energy,2011,NA
11,Marine renewable energy,2012,NA
11,Marine renewable energy,2013,NA
11,Marine renewable energy,2014,NA
11,Marine renewable energy,2015,NA
11,Marine renewable energy,2016,NA
11,Marine renewable energy,2017,NA
11,Marine renewable energy,2018,NA
11,Maritime transport,2009,2.4
11,Maritime transport,2010,2.4
11,Maritime transport,2011,2.4
11,Maritime transport,2012,2.4
11,Maritime transport,2013,2.4
11,Maritime transport,2014,2.4
11,Maritime transport,2015,2.4
11,Maritime transport,2016,2.4
11,Maritime transport,2017,2.4
11,Maritime transport,2018,2.4
11,Port activites,2009,3.6
11,Port activites,2010,3.6
11,Port activites,2011,3.6
11,Port activites,2012,3.6
11,Port activites,2013,3.6
11,Port activites,2014,3.6
11,Port activites,2015,3.6
11,Port activites,2016,3.6
11,Port activites,2017,3.6
11,Port activites,2018,3.6
11,Shipbuilding and repair,2009,5.5
11,Shipbuilding and repair,2010,5.5
11,Shipbuilding and repair,2011,5.5
11,Shipbuilding and repair,2012,5.5
11,Shipbuilding and repair,2013,5.5
11,Shipbuilding and repair,2014,5.5
11,Shipbuilding and repair,2015,5.5
11,Shipbuilding and repair,2016,5.5
11,Shipbuilding and repair,2017,5.5
11,Shipbuilding and repair,2018,5.5
12,Coastal tourism,2009,6.9
12,Coastal tourism,2010,6.9
12,Coastal tourism,2011,6.9
12,Coastal tourism,2012,6.9
12,Coastal tourism,2013,6.9
12,Coastal tourism,2014,6.9
12,Coastal tourism,2015,6.9
12,Coastal tourism,2016,6.9
12,Coastal tourism,2017,6.9
12,Coastal tourism,2018,6.9
12,Marine living resources,2009,2
12,Marine living resources,2010,2
12,Marine living resources,2011,2
12,Marine living resources,2012,2
12,Marine living resources,2013,2
12,Marine living resources,2014,2
12,Marine living resources,2015,2
12,Marine living resources,2016,2
12,Marine living resources,2017,2
12,Marine living resources,2018,2
12,Marine non-living resources,2009,-12.7
12,Marine non-living resources,2010,-12.7
12,Marine non-living resources,2011,-12.7
12,Marine non-living resources,2012,-12.7
12,Marine non-living resources,2013,-12.7
12,Marine non-living resources,2014,-12.7
12,Marine non-living resources,2015,-12.7
12,Marine non-living resources,2016,-12.7
12,Marine non-living resources,2017,-12.7
12,Marine non-living resources,2018,-12.7
12,Marine renewable energy,2009,32.2
12,Marine renewable energy,2010,32.2
12,Marine renewable energy,2011,32.2
12,Marine renewable energy,2012,32.2
12,Marine renewable energy,2013,32.2
12,Marine renewable energy,2014,32.2
12,Marine renewable energy,2015,32.2
12,Marine renewable energy,2016,32.2
12,Marine renewable energy,2017,32.2
12,Marine renewable energy,2018,32.2
12,Maritime transport,2009,5.3
12,Maritime transport,2010,5.3
12,Maritime transport,2011,5.3
12,Maritime transport,2012,5.3
12,Maritime transport,2013,5.3
12,Maritime transport,2014,5.3
12,Maritime transport,2015,5.3
12,Maritime transport,2016,5.3
12,Maritime transport,2017,5.3
12,Maritime transport,2018,5.3
12,Port activites,2009,6.3
12,Port activites,2010,6.3
12,Port activites,2011,6.3
12,Port activites,2012,6.3
12,Port activites,2013,6.3
12,Port activites,2014,6.3
12,Port activites,2015,6.3
12,Port activites,2016,6.3
12,Port activites,2017,6.3
12,Port activites,2018,6.3
