region_id,year,value,matrix
39,2005,0.3058659217877095,bio
1,2005,0.3681564245810056,bio
41,2005,0.43854748603351956,bio
37,2005,0.26424581005586595,bio
29,2005,0.43128491620111736,bio
14,2005,0.40558659217877097,bio
1,2006,0.43351955307262574,bio
37,2006,0.5631284916201118,bio
41,2006,0.6167597765363129,bio
29,2006,0.6441340782122905,bio
37,2008,0.2578212290502794,bio
35,2008,0.6215083798882681,bio
37,2008,0.42821229050279336,bio
1,2008,0.40363128491620115,bio
41,2008,0.5966480446927374,bio
1,2008,0.15726256983240222,bio
38,2008,0.32206703910614526,bio
26,2008,0.555586592178771,bio
37,2008,0.9421787709497207,bio
31,2008,1.0628491620111733,bio
41,2008,0.6122905027932961,bio
11,2008,0.37290502793296093,bio
14,2008,0.8902234636871509,bio
29,2008,0.4773743016759777,bio
14,2008,0.7371508379888269,bio
37,2009,0.4717877094972067,bio
37,2009,0.3994413407821229,bio
35,2009,1.075418994413408,bio
1,2009,0.2857541899441341,bio
39,2009,0.6452513966480448,bio
41,2009,0.6759776536312849,bio
26,2009,0.9106145251396649,bio
41,2009,0.9329608938547487,bio
38,2009,0.7318435754189945,bio
1,2009,0.27458100558659215,bio
41,2009,0.7011173184357542,bio
31,2009,0.7653631284916201,bio
37,2009,0.40893854748603353,bio
14,2009,0.723463687150838,bio
14,2009,0.56731843575419,bio
29,2009,0.7793296089385475,bio
11,2009,0.22737430167597766,bio
14,2010,1.1184357541899441,bio
37,2010,0.30027932960893855,bio
35,2010,1.1594972067039109,bio
1,2010,0.2877094972067039,bio
39,2010,0.27597765363128496,bio
41,2010,0.4516759776536313,bio
41,2010,0.7837988826815643,bio
1,2010,0.0329608938547486,bio
38,2010,0.8589385474860336,bio
26,2010,0.8307262569832403,bio
37,2010,0.7927374301675978,bio
14,2010,0.8069832402234638,bio
41,2010,1.0251396648044693,bio
29,2010,1.0835195530726258,bio
31,2010,0.8005586592178773,bio
11,2010,0.9298882681564247,bio
37,2011,0.3192737430167598,bio
37,2011,0.4787709497206704,bio
35,2011,0.6558659217877095,bio
39,2011,0.45698324022346376,bio
1,2011,0.35530726256983247,bio
41,2011,0.5731843575418996,bio
38,2011,0.4251396648044693,bio
26,2011,0.972905027932961,bio
41,2011,0.385195530726257,bio
37,2011,0.3899441340782123,bio
1,2011,0.1712290502793296,bio
31,2011,0.8849162011173185,bio
41,2011,0.43659217877094975,bio
14,2011,0.5365921787709498,bio
29,2011,0.4581005586592179,bio
11,2011,0.7935754189944133,bio
14,2011,1.1681564245810057,bio
37,2012,0.1879888268156425,bio
37,2012,0.32011173184357544,bio
1,2012,0.32346368715083806,bio
35,2012,0.8837988826815644,bio
39,2012,0.2575418994413408,bio
41,2012,0.45000000000000007,bio
1,2012,0.19301675977653632,bio
41,2012,0.453072625698324,bio
14,2012,0.7027932960893856,bio
26,2012,0.48156424581005586,bio
37,2012,0.5254189944134079,bio
41,2012,0.7983240223463688,bio
31,2012,0.6511173184357542,bio
38,2012,0.493854748603352,bio
14,2012,0.7282122905027933,bio
11,2012,1.1664804469273742,bio
29,2012,0.7033519553072626,bio
37,2013,0.27513966480446933,bio
37,2013,0.24273743016759775,bio
35,2013,1.5027932960893855,bio
1,2013,0.15027932960893858,bio
39,2013,0.31508379888268156,bio
41,2013,0.6927374301675979,bio
41,2013,0.4360335195530727,bio
1,2013,0.11368715083798885,bio
37,2013,0.36871508379888274,bio
41,2013,0.4826815642458101,bio
38,2013,0.7041899441340782,bio
29,2013,0.9162011173184358,bio
31,2013,0.8547486033519553,bio
14,2013,0.787709497206704,bio
26,2013,0.43659217877094975,bio
11,2013,0.6899441340782123,bio
14,2013,0.7486033519553074,bio
38,2014,0.22666666666666668,bio
42,2014,0.7975000000000001,bio
37,2014,0.2793296089385475,bio
35,2014,1.0614525139664805,bio
1,2014,0.15363128491620112,bio
21,2014,0.6309166666666667,bio
39,2014,0.34636871508379896,bio
17,2014,1.4359166666666667,bio
37,2014,0.35195530726256985,bio
38,2014,0.3743016759776537,bio
41,2014,0.553072625698324,bio
41,2014,0.45530726256983245,bio
32,2014,0.4166666666666667,bio
38,2014,0.17,bio
38,2014,0.14966666666666667,bio
31,2014,0.5195530726256984,bio
30,2014,0.5325,bio
14,2014,0.4162011173184358,bio
1,2014,0.08938547486033521,bio
41,2014,0.47206703910614534,bio
26,2014,0.9497206703910616,bio
14,2014,0.6703910614525139,bio
29,2014,0.670391061452514,bio
11,2014,0.6983240223463687,bio
23,2015,0.184,bio
21,2015,1.0149166666666667,bio
17,2015,1.1176666666666666,bio
23,2016,0.88,bio
23,2016,1.58,bio
23,2016,1.6800000000000002,bio
42,2016,0.6135,bio
21,2016,0.6506666666666667,bio
30,2016,0.21150000000000002,bio
17,2016,0.7759166666666667,bio
40,2016,0.408,bio
38,2016,1.187,bio
38,2016,0.5569999999999999,bio
32,2016,0.2775,bio
21,2017,0.8315833333333333,bio
17,2017,0.9409166666666667,bio
42,2017,0.7151005586592178,bio
37,2017,0.629,bio
38,2017,0.28600000000000003,bio
30,2017,0.548,bio
32,2017,0.453,bio
17,2018,0.7829166666666667,bio
21,2018,0.6491666666666667,bio
37,2018,0.36,bio
38,2018,0.33999999999999997,bio
38,2018,0.62,bio
42,2018,0.51,bio
32,2018,0.58,bio
