region_id,lat,lon,month,year,secchi_depth
24,57.31217,20.07617,9,2016,7
11,55.01578,13.30092,9,2019,5
14,55.61737,14.8674,9,2019,6
26,58.01698,17.9847,8,2019,4
26,57.11715,17.6688,8,2019,4
14,55.34302,14.34827,8,2019,6
14,55.61742,14.86765,8,2019,5
1,56.66855,12.11145,8,2019,7
11,55.01583,13.30087,8,2019,5
21,55.55528,18.40013,8,2019,8
15,55.25002,15.98418,8,2019,6
24,57.31215,20.07623,8,2019,4
20,57.99817,19.87883,8,2019,5
14,55.61732,14.8673,7,2019,5
1,56.66862,12.11143,7,2019,9
1,56.93988,12.21193,7,2019,10
1,56.66877,12.11105,7,2019,9
1,57.19258,11.65768,7,2019,9
12,54.97123,14.09898,7,2019,5
15,55.38302,15.33388,7,2019,5
24,56.6335,19.58492,7,2019,3
24,57.3122,20.0762,7,2019,4
26,58.01683,17.98447,6,2019,6
14,55.61733,14.86728,6,2019,7
1,56.66795,12.110900000000001,6,2019,6
1,56.94017,12.21175,6,2019,8
1,56.66868,12.11128,6,2019,5
1,57.19285,11.65777,6,2019,5
12,54.97115,14.09882,6,2019,6
15,55.25,15.984069999999999,6,2019,7
24,57.31208,20.0671,6,2019,8
29,58.58333,18.23333,9,2018,8
41,64.70783,22.0675,9,2018,5
41,65.16667,23.2315,9,2018,5
37,62.653,18.95283,9,2018,4
37,62.10033,18.549,9,2018,5
29,58.58333,18.23333,9,2018,6.5
29,58.58333,18.23333,8,2018,6.5
41,64.7085,22.06667,8,2018,5
41,65.16667,23.233,8,2018,6
37,62.65267,18.9525,8,2018,5.5
37,62.09967,18.5495,8,2018,7.5
37,61.18317,18.233,8,2018,5
29,58.58333,18.23333,8,2018,4.8
29,58.58333,18.23333,7,2018,6
29,58.58333,18.23333,7,2018,3.6
41,64.70817,22.06617,7,2018,5
41,65.16633,23.2335,7,2018,4
37,62.65267,18.95183,7,2018,7
37,62.09967,18.54817,7,2018,5.5
29,58.58333,18.23333,6,2018,4
41,64.70867,22.06567,6,2018,5.5
41,65.16767,23.23167,6,2018,4
37,62.65267,18.95167,6,2018,6
37,62.09983,18.54883,6,2018,6.5
29,58.58333,18.23333,6,2018,6
41,64.70867,22.068,9,2017,5.5
41,65.16667,23.2325,9,2017,5.5
37,62.65267,18.95167,9,2017,5.5
37,62.09967,18.54817,9,2017,6
1,56.6684,12.11112,9,2017,11
1,57.19238,11.65768,9,2017,11
1,56.93988,12.21238,9,2017,11
15,55.38337,15.3341,9,2017,8
14,55.61748,14.86768,9,2017,8
26,57.11702,17.66957,9,2017,5
29,58.88212,20.3283,9,2017,5
29,58.58333,18.23333,9,2017,6
11,55.34712,13.0188,9,2017,9.1
41,64.70833,22.06717,9,2017,6
41,65.16683,23.23483,8,2017,4.5
29,58.88333,20.31667,8,2017,3.9
29,58.58333,18.23333,8,2017,4.6
14,55.83333,14.33433,8,2017,6.6
29,58.58333,18.23333,8,2017,5.3
41,64.708,22.06783,8,2017,5.5
41,65.16783,23.2335,8,2017,4.5
11,55.34712,13.0188,8,2017,7
37,62.65333,18.95267,8,2017,5.5
37,62.09983,18.54883,8,2017,5
29,58.88333,20.31667,7,2017,3.3
29,58.58333,18.23333,7,2017,3
14,55.83333,14.33433,7,2017,7
29,58.58333,18.23333,7,2017,3.9
26,57.11718,17.6687,7,2017,4
1,56.66867,12.11127,7,2017,10
1,56.66867,12.11123,7,2017,9
15,55.38303,15.33383,7,2017,5
15,55.25002,15.98418,7,2017,6
15,55.30917,14.59902,7,2017,6
24,57.31217,20.07617,7,2017,4
24,57.31217,20.07617,7,2017,4
20,57.9982,19.8788,7,2017,5
32,59.8465,24.83783,7,2017,3
30,59.48352,22.8969,7,2017,4
29,58.88333,20.31667,7,2017,4.9
29,58.58333,18.23333,7,2017,3.9
41,64.70833,22.06533,7,2017,4
41,65.16617,23.23317,7,2017,4.5
11,55.34712,13.0188,7,2017,8
37,62.65267,18.95267,7,2017,6
37,62.09983,18.55183,7,2017,6
26,58.0169,17.98453,6,2017,5
26,57.1172,17.6687,6,2017,5
1,56.66867,12.11117,6,2017,8
29,58.58333,18.23333,6,2017,6
14,55.61733,14.86738,6,2017,5
1,56.66867,12.11117,6,2017,7
11,55.01587,13.30083,6,2017,5
20,55.89333,18.91483,6,2017,5
20,57.99817,19.87883,6,2017,4
32,59.8465,24.83783,6,2017,5
29,58.58333,18.23333,6,2017,5.5
41,64.70833,22.06683,6,2017,6.5
41,65.1665,23.23333,6,2017,6
37,62.65317,18.95283,6,2017,7
37,62.09983,18.54833,6,2017,7.5
29,58.58333,18.23333,9,2016,5.1
24,56.58367,19.58483,9,2016,7
24,57.31217,20.07617,9,2016,NA
15,55.383,15.33383,9,2016,6
15,55.25,15.98417,9,2016,7
1,56.66867,12.11117,9,2016,15
41,64.70867,22.06683,9,2016,4.5
1,57.19267,11.65783,9,2016,11
1,56.94,12.21183,9,2016,15
41,65.1665,23.23333,9,2016,5.5
14,55.61733,14.86733,9,2016,5
26,58.01683,17.9845,9,2016,6
37,62.6525,18.95183,9,2016,6
37,62.1005,18.54867,9,2016,5.5
32,59.8465,24.83783,9,2016,5
29,58.58333,18.23333,9,2016,5.5
11,55.34712,13.0188,9,2016,7.5
29,58.58333,18.23333,8,2016,5.4
26,58.01683,17.98433,8,2016,7
14,55.61733,14.86733,8,2016,5
1,56.66867,12.11117,8,2016,12
1,57.19267,11.65783,8,2016,11
1,56.94,12.21183,8,2016,10
15,55.383,15.33383,8,2016,5
15,55.25,15.98417,8,2016,7
24,57.31217,20.07617,8,2016,5
20,57.99817,19.87883,8,2016,5
41,64.70817,22.06533,8,2016,5.5
41,65.1665,23.23117,8,2016,4
29,58.58333,18.23333,8,2016,5.5
37,62.65267,18.95183,8,2016,6.5
11,55.34712,13.0188,8,2016,7
29,58.58333,18.23333,8,2016,4.1
14,55.83333,14.33433,8,2016,7
26,57.11633,17.6675,7,2016,5
14,55.61817,14.86833,7,2016,7
1,56.66733,12.11217,7,2016,8
11,55.01583,13.29733,7,2016,5
21,55.5525,18.39583,7,2016,5
15,55.25,15.99067,7,2016,6
20,57.99817,19.87883,7,2016,5
29,58.877,20.32183,7,2016,5
41,64.70917,22.06683,7,2016,4
41,65.16583,23.23333,7,2016,4
37,62.6535,18.95533,7,2016,4.5
37,62.0995,18.5475,7,2016,4
29,58.58333,18.23333,7,2016,5.7
14,55.83333,14.33433,7,2016,7.9
11,55.34712,13.0188,7,2016,6.1
29,58.88333,20.31667,7,2016,3.7
29,58.58333,18.23333,7,2016,3.9
29,58.58333,18.23333,6,2016,5.6
26,58.01683,17.9845,6,2016,5
29,58.93217,19.168,6,2016,5
14,55.61733,14.86733,6,2016,5
1,56.94,12.21183,6,2016,7
1,56.66867,12.11117,6,2016,7
41,64.70867,22.0665,6,2016,5.5
1,57.19267,11.65783,6,2016,7
15,55.383,15.33383,6,2016,6
15,55.25,15.98417,6,2016,6
41,65.1665,23.23383,6,2016,5
24,57.305,20.07617,6,2016,6
20,57.99817,19.87883,6,2016,6
37,62.653,18.9525,6,2016,5.5
37,62.09983,18.54917,6,2016,6
